137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018181
0.9975920 0.0000000 0.0026997
0.9945880 0.0000000 0.0040973
0.9903930 0.0000000 0.0059154
0.9850160 0.0000000 0.0080404
0.9784700 0.0000000 0.0103557
0.9707720 0.0000000 0.0127565
0.9619400 0.0000000 0.0151628
0.9519950 0.0000000 0.0175251
0.9409610 0.0000000 0.0198261
0.9288640 0.0000000 0.0220765
0.9157350 0.0000000 0.0243064
0.9016040 0.0000000 0.0265554
0.8865050 0.0000000 0.0288615
0.8704760 0.0000000 0.0312514
0.8535530 0.0000000 0.0337354
0.8357790 0.0000000 0.0363028
0.8171970 0.0000000 0.0389246
0.7978500 0.0000000 0.0415567
0.7777850 0.0000000 0.0441454
0.7570510 0.0000000 0.0466351
0.7356980 0.0000000 0.0489740
0.7137780 0.0000000 0.0511205
0.6913420 0.0000000 0.0530465
0.6684450 0.0000000 0.0547390
0.6451420 0.0000000 0.0561996
0.6214900 0.0000000 0.0574423
0.5975450 0.0000000 0.0584899
0.5733650 0.0000000 0.0593692
0.5490090 0.0000000 0.0601063
0.5245340 0.0000000 0.0607223
0.5000000 0.0000000 0.0612301
0.4754660 0.0000000 0.0616325
0.4509910 0.0000000 0.0619225
0.4266350 0.0000000 0.0620851
0.4024550 0.0000000 0.0620994
0.3785100 0.0000000 0.0619433
0.3548580 0.0000000 0.0615963
0.3315550 0.0000000 0.0610430
0.3086580 0.0000000 0.0602751
0.2862220 0.0000000 0.0592920
0.2643020 0.0000000 0.0580999
0.2429490 0.0000000 0.0567107
0.2222150 0.0000000 0.0551397
0.2021500 0.0000000 0.0534036
0.1828030 0.0000000 0.0515196
0.1642210 0.0000000 0.0495036
0.1464470 0.0000000 0.0473704
0.1295240 0.0000000 0.0451334
0.1134950 0.0000000 0.0428050
0.0983960 0.0000000 0.0403946
0.0842650 0.0000000 0.0379094
0.0711360 0.0000000 0.0353519
0.0590390 0.0000000 0.0327190
0.0480050 0.0000000 0.0300022
0.0380600 0.0000000 0.0271873
0.0292280 0.0000000 0.0242569
0.0215300 0.0000000 0.0211936
0.0149840 0.0000000 0.0179837
0.0096070 0.0000000 0.0146228
0.0054120 0.0000000 0.0111180
0.0036000 0.0000000 0.0091209
0.0024080 0.0000000 0.0074889
0.0018000 0.0000000 0.0064878
0.0012000 0.0000000 0.0053079
0.0006020 0.0000000 0.0037670
0.0003000 0.0000000 0.0026619
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0022542
0.0006020 0.0000000 -0.0031890
0.0012000 0.0000000 -0.0044904
0.0018000 0.0000000 -0.0054850
0.0024080 0.0000000 -0.0063270
0.0036000 0.0000000 -0.0076959
0.0054120 0.0000000 -0.0093632
0.0096070 0.0000000 -0.0122645
0.0149840 0.0000000 -0.0150138
0.0215300 0.0000000 -0.0176099
0.0292280 0.0000000 -0.0200667
0.0380600 0.0000000 -0.0224084
0.0480050 0.0000000 -0.0246635
0.0590390 0.0000000 -0.0268585
0.0711360 0.0000000 -0.0290137
0.0842650 0.0000000 -0.0311399
0.0983960 0.0000000 -0.0332384
0.1134950 0.0000000 -0.0353025
0.1295240 0.0000000 -0.0373198
0.1464470 0.0000000 -0.0392771
0.1642210 0.0000000 -0.0411614
0.1828030 0.0000000 -0.0429636
0.2021500 0.0000000 -0.0446774
0.2222150 0.0000000 -0.0462981
0.2429490 0.0000000 -0.0478199
0.2643020 0.0000000 -0.0492332
0.2862220 0.0000000 -0.0505220
0.3086580 0.0000000 -0.0516629
0.3315550 0.0000000 -0.0526246
0.3548580 0.0000000 -0.0533708
0.3785100 0.0000000 -0.0538626
0.4024550 0.0000000 -0.0540622
0.4266350 0.0000000 -0.0539368
0.4509910 0.0000000 -0.0534611
0.4754660 0.0000000 -0.0526189
0.5000000 0.0000000 -0.0514032
0.5245340 0.0000000 -0.0498162
0.5490090 0.0000000 -0.0478671
0.5733650 0.0000000 -0.0455718
0.5975450 0.0000000 -0.0429510
0.6214900 0.0000000 -0.0400306
0.6451420 0.0000000 -0.0368422
0.6684450 0.0000000 -0.0334231
0.6913420 0.0000000 -0.0298180
0.7137780 0.0000000 -0.0260788
0.7356980 0.0000000 -0.0222642
0.7570510 0.0000000 -0.0184377
0.7777850 0.0000000 -0.0146668
0.7978500 0.0000000 -0.0110195
0.8171970 0.0000000 -0.0075626
0.8357790 0.0000000 -0.0043588
0.8535530 0.0000000 -0.0014656
0.8704760 0.0000000 0.0010655
0.8865050 0.0000000 0.0031898
0.9016040 0.0000000 0.0048715
0.9157350 0.0000000 0.0060843
0.9288640 0.0000000 0.0068149
0.9409610 0.0000000 0.0070664
0.9519950 0.0000000 0.0068619
0.9619400 0.0000000 0.0062479
0.9707720 0.0000000 0.0052959
0.9784700 0.0000000 0.0041011
0.9850160 0.0000000 0.0027783
0.9903930 0.0000000 0.0014546
0.9945880 0.0000000 0.0002582
0.9975920 0.0000000 -0.0006935
0.9993980 0.0000000 -0.0013059
1.0000000 0.0000000 -0.0015170
