137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018190
0.9975920 0.0000000 0.0027033
0.9945880 0.0000000 0.0041055
0.9903930 0.0000000 0.0059299
0.9850160 0.0000000 0.0080631
0.9784700 0.0000000 0.0103883
0.9707720 0.0000000 0.0128009
0.9619400 0.0000000 0.0152209
0.9519950 0.0000000 0.0175991
0.9409610 0.0000000 0.0199186
0.9288640 0.0000000 0.0221903
0.9157350 0.0000000 0.0244445
0.9016040 0.0000000 0.0267208
0.8865050 0.0000000 0.0290565
0.8704760 0.0000000 0.0314769
0.8535530 0.0000000 0.0339902
0.8357790 0.0000000 0.0365838
0.8171970 0.0000000 0.0392260
0.7978500 0.0000000 0.0418714
0.7777850 0.0000000 0.0444661
0.7570510 0.0000000 0.0469557
0.7356980 0.0000000 0.0492926
0.7137780 0.0000000 0.0514408
0.6913420 0.0000000 0.0533795
0.6684450 0.0000000 0.0551035
0.6451420 0.0000000 0.0566210
0.6214900 0.0000000 0.0579507
0.5975450 0.0000000 0.0591163
0.5733650 0.0000000 0.0601408
0.5490090 0.0000000 0.0610422
0.5245340 0.0000000 0.0618291
0.5000000 0.0000000 0.0624992
0.4754660 0.0000000 0.0630390
0.4509910 0.0000000 0.0634262
0.4266350 0.0000000 0.0636331
0.4024550 0.0000000 0.0636313
0.3785100 0.0000000 0.0633963
0.3548580 0.0000000 0.0629112
0.3315550 0.0000000 0.0621694
0.3086580 0.0000000 0.0611756
0.2862220 0.0000000 0.0599442
0.2643020 0.0000000 0.0584974
0.2429490 0.0000000 0.0568613
0.2222150 0.0000000 0.0550635
0.2021500 0.0000000 0.0531296
0.1828030 0.0000000 0.0510816
0.1642210 0.0000000 0.0489376
0.1464470 0.0000000 0.0467112
0.1295240 0.0000000 0.0444130
0.1134950 0.0000000 0.0420515
0.0983960 0.0000000 0.0396317
0.0842650 0.0000000 0.0371567
0.0711360 0.0000000 0.0346252
0.0590390 0.0000000 0.0320311
0.0480050 0.0000000 0.0293633
0.0380600 0.0000000 0.0266055
0.0292280 0.0000000 0.0237387
0.0215300 0.0000000 0.0207437
0.0149840 0.0000000 0.0176056
0.0096070 0.0000000 0.0143188
0.0054120 0.0000000 0.0108894
0.0036000 0.0000000 0.0089343
0.0024080 0.0000000 0.0073363
0.0018000 0.0000000 0.0063559
0.0012000 0.0000000 0.0052002
0.0006020 0.0000000 0.0036907
0.0003000 0.0000000 0.0026080
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024640
0.0006020 0.0000000 -0.0034861
0.0012000 0.0000000 -0.0049100
0.0018000 0.0000000 -0.0059988
0.0024080 0.0000000 -0.0069213
0.0036000 0.0000000 -0.0084226
0.0054120 0.0000000 -0.0102543
0.0096070 0.0000000 -0.0134521
0.0149840 0.0000000 -0.0164980
0.0215300 0.0000000 -0.0193914
0.0292280 0.0000000 -0.0221464
0.0380600 0.0000000 -0.0247878
0.0480050 0.0000000 -0.0273442
0.0590390 0.0000000 -0.0298417
0.0711360 0.0000000 -0.0322996
0.0842650 0.0000000 -0.0347263
0.0983960 0.0000000 -0.0371201
0.1134950 0.0000000 -0.0394693
0.1295240 0.0000000 -0.0417558
0.1464470 0.0000000 -0.0439587
0.1642210 0.0000000 -0.0460569
0.1828030 0.0000000 -0.0480317
0.2021500 0.0000000 -0.0498677
0.2222150 0.0000000 -0.0515515
0.2429490 0.0000000 -0.0530699
0.2643020 0.0000000 -0.0544082
0.2862220 0.0000000 -0.0555485
0.3086580 0.0000000 -0.0564683
0.3315550 0.0000000 -0.0571415
0.3548580 0.0000000 -0.0575397
0.3785100 0.0000000 -0.0576348
0.4024550 0.0000000 -0.0574018
0.4266350 0.0000000 -0.0568212
0.4509910 0.0000000 -0.0558809
0.4754660 0.0000000 -0.0545767
0.5000000 0.0000000 -0.0529118
0.5245340 0.0000000 -0.0508963
0.5490090 0.0000000 -0.0485456
0.5733650 0.0000000 -0.0458796
0.5975450 0.0000000 -0.0429220
0.6214900 0.0000000 -0.0397008
0.6451420 0.0000000 -0.0362490
0.6684450 0.0000000 -0.0326057
0.6913420 0.0000000 -0.0288169
0.7137780 0.0000000 -0.0249351
0.7356980 0.0000000 -0.0210196
0.7570510 0.0000000 -0.0171331
0.7777850 0.0000000 -0.0133411
0.7978500 0.0000000 -0.0097082
0.8171970 0.0000000 -0.0062966
0.8357790 0.0000000 -0.0031636
0.8535530 0.0000000 -0.0003604
0.8704760 0.0000000 0.0020678
0.8865050 0.0000000 0.0040821
0.9016040 0.0000000 0.0056517
0.9157350 0.0000000 0.0067545
0.9288640 0.0000000 0.0073804
0.9409610 0.0000000 0.0075344
0.9519950 0.0000000 0.0072410
0.9619400 0.0000000 0.0065474
0.9707720 0.0000000 0.0055251
0.9784700 0.0000000 0.0042696
0.9850160 0.0000000 0.0028954
0.9903930 0.0000000 0.0015296
0.9945880 0.0000000 0.0003005
0.9975920 0.0000000 -0.0006747
0.9993980 0.0000000 -0.0013012
1.0000000 0.0000000 -0.0015170
