137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018218
0.9975920 0.0000000 0.0027147
0.9945880 0.0000000 0.0041311
0.9903930 0.0000000 0.0059754
0.9850160 0.0000000 0.0081341
0.9784700 0.0000000 0.0104903
0.9707720 0.0000000 0.0129391
0.9619400 0.0000000 0.0154002
0.9519950 0.0000000 0.0178238
0.9409610 0.0000000 0.0201921
0.9288640 0.0000000 0.0225153
0.9157350 0.0000000 0.0248229
0.9016040 0.0000000 0.0271545
0.8865050 0.0000000 0.0295476
0.8704760 0.0000000 0.0320290
0.8535530 0.0000000 0.0346089
0.8357790 0.0000000 0.0372768
0.8171970 0.0000000 0.0400031
0.7978500 0.0000000 0.0427427
0.7777850 0.0000000 0.0454401
0.7570510 0.0000000 0.0480363
0.7356980 0.0000000 0.0504754
0.7137780 0.0000000 0.0527100
0.6913420 0.0000000 0.0547054
0.6684450 0.0000000 0.0564412
0.6451420 0.0000000 0.0579119
0.6214900 0.0000000 0.0591247
0.5975450 0.0000000 0.0600968
0.5733650 0.0000000 0.0608509
0.5490090 0.0000000 0.0614112
0.5245340 0.0000000 0.0617995
0.5000000 0.0000000 0.0620316
0.4754660 0.0000000 0.0621164
0.4509910 0.0000000 0.0620551
0.4266350 0.0000000 0.0618434
0.4024550 0.0000000 0.0614733
0.3785100 0.0000000 0.0609364
0.3548580 0.0000000 0.0602271
0.3315550 0.0000000 0.0593446
0.3086580 0.0000000 0.0582938
0.2862220 0.0000000 0.0570847
0.2643020 0.0000000 0.0557315
0.2429490 0.0000000 0.0542494
0.2222150 0.0000000 0.0526531
0.2021500 0.0000000 0.0509545
0.1828030 0.0000000 0.0491620
0.1642210 0.0000000 0.0472804
0.1464470 0.0000000 0.0453118
0.1295240 0.0000000 0.0432570
0.1134950 0.0000000 0.0411165
0.0983960 0.0000000 0.0388905
0.0842650 0.0000000 0.0365795
0.0711360 0.0000000 0.0341821
0.0590390 0.0000000 0.0316939
0.0480050 0.0000000 0.0291073
0.0380600 0.0000000 0.0264104
0.0292280 0.0000000 0.0235884
0.0215300 0.0000000 0.0206268
0.0149840 0.0000000 0.0175145
0.0096070 0.0000000 0.0142487
0.0054120 0.0000000 0.0108378
0.0036000 0.0000000 0.0088925
0.0024080 0.0000000 0.0073021
0.0018000 0.0000000 0.0063264
0.0012000 0.0000000 0.0051761
0.0006020 0.0000000 0.0036737
0.0003000 0.0000000 0.0025960
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024603
0.0006020 0.0000000 -0.0034809
0.0012000 0.0000000 -0.0049025
0.0018000 0.0000000 -0.0059897
0.0024080 0.0000000 -0.0069108
0.0036000 0.0000000 -0.0084096
0.0054120 0.0000000 -0.0102383
0.0096070 0.0000000 -0.0134302
0.0149840 0.0000000 -0.0164692
0.0215300 0.0000000 -0.0193538
0.0292280 0.0000000 -0.0220971
0.0380600 0.0000000 -0.0247231
0.0480050 0.0000000 -0.0272593
0.0590390 0.0000000 -0.0297314
0.0711360 0.0000000 -0.0321579
0.0842650 0.0000000 -0.0345473
0.0983960 0.0000000 -0.0368973
0.1134950 0.0000000 -0.0391957
0.1295240 0.0000000 -0.0414225
0.1464470 0.0000000 -0.0435544
0.1642210 0.0000000 -0.0455662
0.1828030 0.0000000 -0.0474342
0.2021500 0.0000000 -0.0491372
0.2222150 0.0000000 -0.0506565
0.2429490 0.0000000 -0.0519751
0.2643020 0.0000000 -0.0530771
0.2862220 0.0000000 -0.0539470
0.3086580 0.0000000 -0.0545693
0.3315550 0.0000000 -0.0549289
0.3548580 0.0000000 -0.0550121
0.3785100 0.0000000 -0.0548076
0.4024550 0.0000000 -0.0543074
0.4266350 0.0000000 -0.0535074
0.4509910 0.0000000 -0.0524069
0.4754660 0.0000000 -0.0510078
0.5000000 0.0000000 -0.0493140
0.5245340 0.0000000 -0.0473303
0.5490090 0.0000000 -0.0450627
0.5733650 0.0000000 -0.0425186
0.5975450 0.0000000 -0.0397083
0.6214900 0.0000000 -0.0366477
0.6451420 0.0000000 -0.0333602
0.6684450 0.0000000 -0.0298784
0.6913420 0.0000000 -0.0262452
0.7137780 0.0000000 -0.0225135
0.7356980 0.0000000 -0.0187444
0.7570510 0.0000000 -0.0150037
0.7777850 0.0000000 -0.0113593
0.7978500 0.0000000 -0.0078778
0.8171970 0.0000000 -0.0046214
0.8357790 0.0000000 -0.0016462
0.8535530 0.0000000 0.0009989
0.8704760 0.0000000 0.0032712
0.8865050 0.0000000 0.0051349
0.9016040 0.0000000 0.0065615
0.9157350 0.0000000 0.0075306
0.9288640 0.0000000 0.0080331
0.9409610 0.0000000 0.0080746
0.9519950 0.0000000 0.0076794
0.9619400 0.0000000 0.0068946
0.9707720 0.0000000 0.0057917
0.9784700 0.0000000 0.0044659
0.9850160 0.0000000 0.0030321
0.9903930 0.0000000 0.0016172
0.9945880 0.0000000 0.0003499
0.9975920 0.0000000 -0.0006527
0.9993980 0.0000000 -0.0012957
1.0000000 0.0000000 -0.0015170
