137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018187
0.9975920 0.0000000 0.0027022
0.9945880 0.0000000 0.0041029
0.9903930 0.0000000 0.0059254
0.9850160 0.0000000 0.0080560
0.9784700 0.0000000 0.0103780
0.9707720 0.0000000 0.0127864
0.9619400 0.0000000 0.0152012
0.9519950 0.0000000 0.0175726
0.9409610 0.0000000 0.0198831
0.9288640 0.0000000 0.0221433
0.9157350 0.0000000 0.0243828
0.9016040 0.0000000 0.0266412
0.8865050 0.0000000 0.0289563
0.8704760 0.0000000 0.0313545
0.8535530 0.0000000 0.0338456
0.8357790 0.0000000 0.0364189
0.8171970 0.0000000 0.0390444
0.7978500 0.0000000 0.0416771
0.7777850 0.0000000 0.0442621
0.7570510 0.0000000 0.0467421
0.7356980 0.0000000 0.0490634
0.7137780 0.0000000 0.0511821
0.6913420 0.0000000 0.0530680
0.6684450 0.0000000 0.0547058
0.6451420 0.0000000 0.0560958
0.6214900 0.0000000 0.0572510
0.5975450 0.0000000 0.0581948
0.5733650 0.0000000 0.0589554
0.5490090 0.0000000 0.0595622
0.5245340 0.0000000 0.0600412
0.5000000 0.0000000 0.0604117
0.4754660 0.0000000 0.0606841
0.4509910 0.0000000 0.0608599
0.4266350 0.0000000 0.0609324
0.4024550 0.0000000 0.0608891
0.3785100 0.0000000 0.0607144
0.3548580 0.0000000 0.0603925
0.3315550 0.0000000 0.0599103
0.3086580 0.0000000 0.0592583
0.2862220 0.0000000 0.0584316
0.2643020 0.0000000 0.0574297
0.2429490 0.0000000 0.0562545
0.2222150 0.0000000 0.0549102
0.2021500 0.0000000 0.0534017
0.1828030 0.0000000 0.0517342
0.1642210 0.0000000 0.0499135
0.1464470 0.0000000 0.0479460
0.1295240 0.0000000 0.0458398
0.1134950 0.0000000 0.0436044
0.0983960 0.0000000 0.0412497
0.0842650 0.0000000 0.0387853
0.0711360 0.0000000 0.0362181
0.0590390 0.0000000 0.0335502
0.0480050 0.0000000 0.0307789
0.0380600 0.0000000 0.0278952
0.0292280 0.0000000 0.0248864
0.0215300 0.0000000 0.0217385
0.0149840 0.0000000 0.0184404
0.0096070 0.0000000 0.0149894
0.0054120 0.0000000 0.0113936
0.0036000 0.0000000 0.0093457
0.0024080 0.0000000 0.0076728
0.0018000 0.0000000 0.0066469
0.0012000 0.0000000 0.0054378
0.0006020 0.0000000 0.0038590
0.0003000 0.0000000 0.0027268
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024989
0.0006020 0.0000000 -0.0035357
0.0012000 0.0000000 -0.0049799
0.0018000 0.0000000 -0.0060844
0.0024080 0.0000000 -0.0070203
0.0036000 0.0000000 -0.0085435
0.0054120 0.0000000 -0.0104023
0.0096070 0.0000000 -0.0136482
0.0149840 0.0000000 -0.0167400
0.0215300 0.0000000 -0.0196753
0.0292280 0.0000000 -0.0224662
0.0380600 0.0000000 -0.0251353
0.0480050 0.0000000 -0.0277091
0.0590390 0.0000000 -0.0302124
0.0711360 0.0000000 -0.0326637
0.0842650 0.0000000 -0.0350718
0.0983960 0.0000000 -0.0374365
0.1134950 0.0000000 -0.0397486
0.1295240 0.0000000 -0.0419926
0.1464470 0.0000000 -0.0441503
0.1642210 0.0000000 -0.0462029
0.1828030 0.0000000 -0.0481329
0.2021500 0.0000000 -0.0499251
0.2222150 0.0000000 -0.0515651
0.2429490 0.0000000 -0.0530387
0.2643020 0.0000000 -0.0543302
0.2862220 0.0000000 -0.0554217
0.3086580 0.0000000 -0.0562927
0.3315550 0.0000000 -0.0569208
0.3548580 0.0000000 -0.0572836
0.3785100 0.0000000 -0.0573606
0.4024550 0.0000000 -0.0571346
0.4266350 0.0000000 -0.0565936
0.4509910 0.0000000 -0.0557303
0.4754660 0.0000000 -0.0545427
0.5000000 0.0000000 -0.0530320
0.5245340 0.0000000 -0.0512025
0.5490090 0.0000000 -0.0490603
0.5733650 0.0000000 -0.0466133
0.5975450 0.0000000 -0.0438725
0.6214900 0.0000000 -0.0408533
0.6451420 0.0000000 -0.0375781
0.6684450 0.0000000 -0.0340778
0.6913420 0.0000000 -0.0303936
0.7137780 0.0000000 -0.0265765
0.7356980 0.0000000 -0.0226868
0.7570510 0.0000000 -0.0187906
0.7777850 0.0000000 -0.0149582
0.7978500 0.0000000 -0.0112596
0.8171970 0.0000000 -0.0077621
0.8357790 0.0000000 -0.0045282
0.8535530 0.0000000 -0.0016134
0.8704760 0.0000000 0.0009332
0.8865050 0.0000000 0.0030691
0.9016040 0.0000000 0.0047609
0.9157350 0.0000000 0.0059836
0.9288640 0.0000000 0.0067249
0.9409610 0.0000000 0.0069879
0.9519950 0.0000000 0.0067955
0.9619400 0.0000000 0.0061938
0.9707720 0.0000000 0.0052535
0.9784700 0.0000000 0.0040695
0.9850160 0.0000000 0.0027561
0.9903930 0.0000000 0.0014403
0.9945880 0.0000000 0.0002501
0.9975920 0.0000000 -0.0006971
0.9993980 0.0000000 -0.0013068
1.0000000 0.0000000 -0.0015170
