137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018065
0.9975920 0.0000000 0.0026534
0.9945880 0.0000000 0.0039934
0.9903930 0.0000000 0.0057310
0.9850160 0.0000000 0.0077529
0.9784700 0.0000000 0.0099426
0.9707720 0.0000000 0.0121953
0.9619400 0.0000000 0.0144311
0.9519950 0.0000000 0.0166009
0.9409610 0.0000000 0.0186877
0.9288640 0.0000000 0.0207037
0.9157350 0.0000000 0.0226814
0.9016040 0.0000000 0.0246652
0.8865050 0.0000000 0.0266996
0.8704760 0.0000000 0.0288207
0.8535530 0.0000000 0.0310502
0.8357790 0.0000000 0.0333912
0.8171970 0.0000000 0.0358286
0.7978500 0.0000000 0.0383315
0.7777850 0.0000000 0.0408571
0.7570510 0.0000000 0.0433557
0.7356980 0.0000000 0.0457764
0.7137780 0.0000000 0.0480714
0.6913420 0.0000000 0.0502006
0.6684450 0.0000000 0.0521328
0.6451420 0.0000000 0.0538484
0.6214900 0.0000000 0.0553387
0.5975450 0.0000000 0.0566053
0.5733650 0.0000000 0.0576576
0.5490090 0.0000000 0.0585103
0.5245340 0.0000000 0.0591807
0.5000000 0.0000000 0.0596851
0.4754660 0.0000000 0.0600371
0.4509910 0.0000000 0.0602455
0.4266350 0.0000000 0.0603143
0.4024550 0.0000000 0.0602427
0.3785100 0.0000000 0.0600269
0.3548580 0.0000000 0.0596614
0.3315550 0.0000000 0.0591404
0.3086580 0.0000000 0.0584597
0.2862220 0.0000000 0.0576166
0.2643020 0.0000000 0.0566103
0.2429490 0.0000000 0.0554411
0.2222150 0.0000000 0.0541105
0.2021500 0.0000000 0.0526203
0.1828030 0.0000000 0.0509731
0.1642210 0.0000000 0.0491726
0.1464470 0.0000000 0.0472243
0.1295240 0.0000000 0.0451360
0.1134950 0.0000000 0.0429181
0.0983960 0.0000000 0.0405819
0.0842650 0.0000000 0.0381385
0.0711360 0.0000000 0.0355968
0.0590390 0.0000000 0.0329602
0.0480050 0.0000000 0.0302270
0.0380600 0.0000000 0.0273885
0.0292280 0.0000000 0.0244315
0.0215300 0.0000000 0.0213411
0.0149840 0.0000000 0.0181050
0.0096070 0.0000000 0.0147190
0.0054120 0.0000000 0.0111899
0.0036000 0.0000000 0.0091795
0.0024080 0.0000000 0.0075368
0.0018000 0.0000000 0.0065293
0.0012000 0.0000000 0.0053418
0.0006020 0.0000000 0.0037910
0.0003000 0.0000000 0.0026788
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024741
0.0006020 0.0000000 -0.0035005
0.0012000 0.0000000 -0.0049303
0.0018000 0.0000000 -0.0060236
0.0024080 0.0000000 -0.0069500
0.0036000 0.0000000 -0.0084575
0.0054120 0.0000000 -0.0102969
0.0096070 0.0000000 -0.0135072
0.0149840 0.0000000 -0.0165623
0.0215300 0.0000000 -0.0194594
0.0292280 0.0000000 -0.0222091
0.0380600 0.0000000 -0.0248332
0.0480050 0.0000000 -0.0273575
0.0590390 0.0000000 -0.0298067
0.0711360 0.0000000 -0.0322004
0.0842650 0.0000000 -0.0345507
0.0983960 0.0000000 -0.0368618
0.1134950 0.0000000 -0.0391312
0.1295240 0.0000000 -0.0413511
0.1464470 0.0000000 -0.0435120
0.1642210 0.0000000 -0.0456027
0.1828030 0.0000000 -0.0476118
0.2021500 0.0000000 -0.0495269
0.2222150 0.0000000 -0.0513330
0.2429490 0.0000000 -0.0530108
0.2643020 0.0000000 -0.0545358
0.2862220 0.0000000 -0.0558783
0.3086580 0.0000000 -0.0570046
0.3315550 0.0000000 -0.0578795
0.3548580 0.0000000 -0.0584695
0.3785100 0.0000000 -0.0587463
0.4024550 0.0000000 -0.0586894
0.4266350 0.0000000 -0.0582872
0.4509910 0.0000000 -0.0575372
0.4754660 0.0000000 -0.0564442
0.5000000 0.0000000 -0.0550177
0.5245340 0.0000000 -0.0532693
0.5490090 0.0000000 -0.0512107
0.5733650 0.0000000 -0.0488525
0.5975450 0.0000000 -0.0462049
0.6214900 0.0000000 -0.0432795
0.6451420 0.0000000 -0.0400923
0.6684450 0.0000000 -0.0366666
0.6913420 0.0000000 -0.0330354
0.7137780 0.0000000 -0.0292431
0.7356980 0.0000000 -0.0253446
0.7570510 0.0000000 -0.0214036
0.7777850 0.0000000 -0.0174904
0.7978500 0.0000000 -0.0136773
0.8171970 0.0000000 -0.0100365
0.8357790 0.0000000 -0.0066360
0.8535530 0.0000000 -0.0035382
0.8704760 0.0000000 -0.0007989
0.8865050 0.0000000 0.0015333
0.9016040 0.0000000 0.0034194
0.9157350 0.0000000 0.0048299
0.9288640 0.0000000 0.0057492
0.9409610 0.0000000 0.0061780
0.9519950 0.0000000 0.0061374
0.9619400 0.0000000 0.0056724
0.9707720 0.0000000 0.0048535
0.9784700 0.0000000 0.0037750
0.9850160 0.0000000 0.0025512
0.9903930 0.0000000 0.0013089
0.9945880 0.0000000 0.0001761
0.9975920 0.0000000 -0.0007300
0.9993980 0.0000000 -0.0013151
1.0000000 0.0000000 -0.0015170
