E168  (12.45%)
1.00000000 0.00000000
0.99649000 0.00021000
0.98631000 0.00108000
0.97018000 0.00271000
0.94855000 0.00476000
0.92146000 0.00706000
0.88914000 0.00979000
0.85210000 0.01306000
0.81090000 0.01691000
0.76616000 0.02130000
0.71854000 0.02615000
0.66871000 0.03135000
0.61736000 0.03673000
0.56516000 0.04211000
0.51275000 0.04728000
0.46075000 0.05200000
0.40972000 0.05606000
0.36019000 0.05924000
0.31262000 0.06134000
0.26739000 0.06221000
0.22485000 0.06177000
0.18536000 0.05995000
0.14915000 0.05672000
0.11641000 0.05211000
0.08730000 0.04627000
0.06198000 0.03944000
0.04069000 0.03187000
0.02363000 0.02380000
0.01095000 0.01550000
0.00287000 0.00733000
0.00000000 0.00000000
0.00000000 0.00000000
0.00287000 -0.00733000
0.01095000 -0.01550000
0.02363000 -0.02380000
0.04069000 -0.03187000
0.06198000 -0.03944000
0.08730000 -0.04627000
0.11641000 -0.05211000
0.14915000 -0.05672000
0.18536000 -0.05995000
0.22485000 -0.06177000
0.26739000 -0.06221000
0.31262000 -0.06134000
0.36019000 -0.05924000
0.40972000 -0.05606000
0.46075000 -0.05200000
0.51275000 -0.04728000
0.56516000 -0.04211000
0.61736000 -0.03673000
0.66871000 -0.03135000
0.71854000 -0.02615000
0.76616000 -0.02130000
0.81090000 -0.01691000
0.85210000 -0.01306000
0.88914000 -0.00979000
0.92146000 -0.00706000
0.94855000 -0.00476000
0.97018000 -0.00271000
0.98631000 -0.00108000
0.99649000 -0.00021000
1.00000000 0.00000000
