NACA 66(3)-418
1.00000000 0.00000000
0.95060000 0.01275000
0.90120000 0.02744000
0.85162000 0.04276000
0.80185000 0.05794000
0.75191000 0.07238000
0.70178000 0.08539000
0.65149000 0.09639000
0.60107000 0.10464000
0.55056000 0.10923000
0.50000000 0.11148000
0.44943000 0.11188000
0.39885000 0.11059000
0.34829000 0.10759000
0.29775000 0.10287000
0.24726000 0.09633000
0.19683000 0.08773000
0.14651000 0.07669000
0.09636000 0.06231000
0.07140000 0.05347000
0.04656000 0.04306000
0.02194000 0.03000000
0.00981000 0.02147000
0.00509000 0.01692000
0.00280000 0.01405000
0.00000000 0.00000000
0.00000000 0.00000000
0.00720000 -0.01205000
0.00991000 -0.01412000
0.01519000 -0.01719000
0.02806000 -0.02256000
0.05344000 -0.03042000
0.07860000 -0.03651000
0.10364000 -0.04163000
0.15349000 -0.04977000
0.20317000 -0.05589000
0.25274000 -0.06053000
0.30225000 -0.06399000
0.35171000 -0.06639000
0.40115000 -0.06775000
0.45057000 -0.06808000
0.50000000 -0.06736000
0.54944000 -0.06543000
0.59893000 -0.06180000
0.64851000 -0.05519000
0.69822000 -0.04651000
0.74809000 -0.03658000
0.79815000 -0.02610000
0.84838000 -0.01584000
0.89880000 -0.00676000
0.94940000 -0.00011000
1.00000000 0.00000000
