E475  (15.01%)
1.00000000 0.00000000
0.99608000 0.00033000
0.98478000 0.00168000
0.96708000 0.00447000
0.94380000 0.00854000
0.91560000 0.01369000
0.88326000 0.01958000
0.84723000 0.02542000
0.80734000 0.03083000
0.76375000 0.03605000
0.71704000 0.04120000
0.66781000 0.04624000
0.61667000 0.05115000
0.56426000 0.05586000
0.51124000 0.06027000
0.45826000 0.06432000
0.40598000 0.06789000
0.35504000 0.07088000
0.30609000 0.07317000
0.25973000 0.07460000
0.21656000 0.07500000
0.17717000 0.07407000
0.14181000 0.07131000
0.11033000 0.06654000
0.08267000 0.05991000
0.05881000 0.05165000
0.03879000 0.04211000
0.02270000 0.03167000
0.01065000 0.02076000
0.00283000 0.00992000
0.00000000 0.00000000
0.00000000 0.00000000
0.00283000 -0.00992000
0.01065000 -0.02076000
0.02270000 -0.03167000
0.03879000 -0.04211000
0.05881000 -0.05165000
0.08267000 -0.05991000
0.11033000 -0.06654000
0.14181000 -0.07131000
0.17717000 -0.07407000
0.21656000 -0.07500000
0.25973000 -0.07460000
0.30609000 -0.07317000
0.35504000 -0.07088000
0.40598000 -0.06789000
0.45826000 -0.06432000
0.51124000 -0.06027000
0.56426000 -0.05586000
0.61667000 -0.05115000
0.66781000 -0.04624000
0.71704000 -0.04120000
0.76375000 -0.03605000
0.80734000 -0.03083000
0.84723000 -0.02542000
0.88326000 -0.01958000
0.91560000 -0.01369000
0.94380000 -0.00854000
0.96708000 -0.00447000
0.98478000 -0.00168000
0.99608000 -0.00033000
1.00000000 0.00000000
