137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018210
0.9975920 0.0000000 0.0027112
0.9945880 0.0000000 0.0041232
0.9903930 0.0000000 0.0059614
0.9850160 0.0000000 0.0081122
0.9784700 0.0000000 0.0104588
0.9707720 0.0000000 0.0128965
0.9619400 0.0000000 0.0153451
0.9519950 0.0000000 0.0177552
0.9409610 0.0000000 0.0201095
0.9288640 0.0000000 0.0224186
0.9157350 0.0000000 0.0247125
0.9016040 0.0000000 0.0270310
0.8865050 0.0000000 0.0294120
0.8704760 0.0000000 0.0318824
0.8535530 0.0000000 0.0344526
0.8357790 0.0000000 0.0371123
0.8171970 0.0000000 0.0398328
0.7978500 0.0000000 0.0425703
0.7777850 0.0000000 0.0452711
0.7570510 0.0000000 0.0478786
0.7356980 0.0000000 0.0503393
0.7137780 0.0000000 0.0526078
0.6913420 0.0000000 0.0546508
0.6684450 0.0000000 0.0564477
0.6451420 0.0000000 0.0579911
0.6214900 0.0000000 0.0592851
0.5975450 0.0000000 0.0603426
0.5733650 0.0000000 0.0611820
0.5490090 0.0000000 0.0618238
0.5245340 0.0000000 0.0622881
0.5000000 0.0000000 0.0625913
0.4754660 0.0000000 0.0627456
0.4509910 0.0000000 0.0627578
0.4266350 0.0000000 0.0626300
0.4024550 0.0000000 0.0623604
0.3785100 0.0000000 0.0619452
0.3548580 0.0000000 0.0613795
0.3315550 0.0000000 0.0606592
0.3086580 0.0000000 0.0597815
0.2862220 0.0000000 0.0587455
0.2643020 0.0000000 0.0575516
0.2429490 0.0000000 0.0562017
0.2222150 0.0000000 0.0546988
0.2021500 0.0000000 0.0530467
0.1828030 0.0000000 0.0512505
0.1642210 0.0000000 0.0493167
0.1464470 0.0000000 0.0472535
0.1295240 0.0000000 0.0450712
0.1134950 0.0000000 0.0427816
0.0983960 0.0000000 0.0403959
0.0842650 0.0000000 0.0379241
0.0711360 0.0000000 0.0353719
0.0590390 0.0000000 0.0327393
0.0480050 0.0000000 0.0300203
0.0380600 0.0000000 0.0272022
0.0292280 0.0000000 0.0242688
0.0215300 0.0000000 0.0212029
0.0149840 0.0000000 0.0179908
0.0096070 0.0000000 0.0146282
0.0054120 0.0000000 0.0111220
0.0036000 0.0000000 0.0091241
0.0024080 0.0000000 0.0074915
0.0018000 0.0000000 0.0064901
0.0012000 0.0000000 0.0053097
0.0006020 0.0000000 0.0037683
0.0003000 0.0000000 0.0026628
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0023025
0.0006020 0.0000000 -0.0032574
0.0012000 0.0000000 -0.0045871
0.0018000 0.0000000 -0.0056033
0.0024080 0.0000000 -0.0064638
0.0036000 0.0000000 -0.0078631
0.0054120 0.0000000 -0.0095680
0.0096070 0.0000000 -0.0125361
0.0149840 0.0000000 -0.0153501
0.0215300 0.0000000 -0.0180072
0.0292280 0.0000000 -0.0205191
0.0380600 0.0000000 -0.0229083
0.0480050 0.0000000 -0.0252016
0.0590390 0.0000000 -0.0274253
0.0711360 0.0000000 -0.0296008
0.0842650 0.0000000 -0.0317420
0.0983960 0.0000000 -0.0338556
0.1134950 0.0000000 -0.0359413
0.1295240 0.0000000 -0.0379939
0.1464470 0.0000000 -0.0400058
0.1642210 0.0000000 -0.0419675
0.1828030 0.0000000 -0.0438690
0.2021500 0.0000000 -0.0456990
0.2222150 0.0000000 -0.0474434
0.2429490 0.0000000 -0.0490841
0.2643020 0.0000000 -0.0505980
0.2862220 0.0000000 -0.0519570
0.3086580 0.0000000 -0.0531289
0.3315550 0.0000000 -0.0540792
0.3548580 0.0000000 -0.0547736
0.3785100 0.0000000 -0.0551805
0.4024550 0.0000000 -0.0552730
0.4266350 0.0000000 -0.0550295
0.4509910 0.0000000 -0.0544343
0.4754660 0.0000000 -0.0534767
0.5000000 0.0000000 -0.0521501
0.5245340 0.0000000 -0.0504517
0.5490090 0.0000000 -0.0483826
0.5733650 0.0000000 -0.0459489
0.5975450 0.0000000 -0.0431634
0.6214900 0.0000000 -0.0400481
0.6451420 0.0000000 -0.0366365
0.6684450 0.0000000 -0.0329743
0.6913420 0.0000000 -0.0291198
0.7137780 0.0000000 -0.0251417
0.7356980 0.0000000 -0.0211163
0.7570510 0.0000000 -0.0171224
0.7777850 0.0000000 -0.0132382
0.7978500 0.0000000 -0.0095365
0.8171970 0.0000000 -0.0060825
0.8357790 0.0000000 -0.0029323
0.8535530 0.0000000 -0.0001326
0.8704760 0.0000000 0.0022773
0.8865050 0.0000000 0.0042650
0.9016040 0.0000000 0.0058052
0.9157350 0.0000000 0.0068798
0.9288640 0.0000000 0.0074808
0.9409610 0.0000000 0.0076140
0.9519950 0.0000000 0.0073036
0.9619400 0.0000000 0.0065961
0.9707720 0.0000000 0.0055623
0.9784700 0.0000000 0.0042971
0.9850160 0.0000000 0.0029147
0.9903930 0.0000000 0.0015420
0.9945880 0.0000000 0.0003075
0.9975920 0.0000000 -0.0006715
0.9993980 0.0000000 -0.0013004
1.0000000 0.0000000 -0.0015170
