137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018130
0.9975920 0.0000000 0.0026794
0.9945880 0.0000000 0.0040518
0.9903930 0.0000000 0.0058346
0.9850160 0.0000000 0.0079144
0.9784700 0.0000000 0.0101746
0.9707720 0.0000000 0.0125103
0.9619400 0.0000000 0.0148414
0.9519950 0.0000000 0.0171183
0.9409610 0.0000000 0.0193237
0.9288640 0.0000000 0.0214688
0.9157350 0.0000000 0.0235846
0.9016040 0.0000000 0.0257129
0.8865050 0.0000000 0.0278947
0.8704760 0.0000000 0.0301612
0.8535530 0.0000000 0.0325280
0.8357790 0.0000000 0.0349910
0.8171970 0.0000000 0.0375273
0.7978500 0.0000000 0.0400984
0.7777850 0.0000000 0.0426548
0.7570510 0.0000000 0.0451420
0.7356980 0.0000000 0.0475072
0.7137780 0.0000000 0.0497040
0.6913420 0.0000000 0.0516968
0.6684450 0.0000000 0.0534630
0.6451420 0.0000000 0.0549934
0.6214900 0.0000000 0.0562915
0.5975450 0.0000000 0.0573709
0.5733650 0.0000000 0.0582517
0.5490090 0.0000000 0.0589567
0.5245340 0.0000000 0.0595072
0.5000000 0.0000000 0.0599200
0.4754660 0.0000000 0.0602049
0.4509910 0.0000000 0.0603646
0.4266350 0.0000000 0.0603944
0.4024550 0.0000000 0.0602852
0.3785100 0.0000000 0.0600255
0.3548580 0.0000000 0.0596046
0.3315550 0.0000000 0.0590145
0.3086580 0.0000000 0.0582519
0.2862220 0.0000000 0.0573182
0.2643020 0.0000000 0.0562185
0.2429490 0.0000000 0.0549606
0.2222150 0.0000000 0.0535527
0.2021500 0.0000000 0.0520028
0.1828030 0.0000000 0.0503175
0.1642210 0.0000000 0.0485021
0.1464470 0.0000000 0.0465613
0.1295240 0.0000000 0.0445001
0.1134950 0.0000000 0.0423247
0.0983960 0.0000000 0.0400413
0.0842650 0.0000000 0.0376563
0.0711360 0.0000000 0.0351739
0.0590390 0.0000000 0.0325945
0.0480050 0.0000000 0.0299140
0.0380600 0.0000000 0.0271229
0.0292280 0.0000000 0.0242081
0.0215300 0.0000000 0.0211553
0.0149840 0.0000000 0.0179533
0.0096070 0.0000000 0.0145991
0.0054120 0.0000000 0.0111005
0.0036000 0.0000000 0.0091067
0.0024080 0.0000000 0.0074773
0.0018000 0.0000000 0.0064778
0.0012000 0.0000000 0.0052998
0.0006020 0.0000000 0.0037612
0.0003000 0.0000000 0.0026578
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024662
0.0006020 0.0000000 -0.0034893
0.0012000 0.0000000 -0.0049144
0.0018000 0.0000000 -0.0060042
0.0024080 0.0000000 -0.0069275
0.0036000 0.0000000 -0.0084300
0.0054120 0.0000000 -0.0102632
0.0096070 0.0000000 -0.0134628
0.0149840 0.0000000 -0.0165084
0.0215300 0.0000000 -0.0193979
0.0292280 0.0000000 -0.0221430
0.0380600 0.0000000 -0.0247660
0.0480050 0.0000000 -0.0272925
0.0590390 0.0000000 -0.0297460
0.0711360 0.0000000 -0.0321437
0.0842650 0.0000000 -0.0344928
0.0983960 0.0000000 -0.0367914
0.1134950 0.0000000 -0.0390286
0.1295240 0.0000000 -0.0411870
0.1464470 0.0000000 -0.0432470
0.1642210 0.0000000 -0.0451874
0.1828030 0.0000000 -0.0469885
0.2021500 0.0000000 -0.0486324
0.2222150 0.0000000 -0.0501025
0.2429490 0.0000000 -0.0513827
0.2643020 0.0000000 -0.0524567
0.2862220 0.0000000 -0.0533076
0.3086580 0.0000000 -0.0539181
0.3315550 0.0000000 -0.0542714
0.3548580 0.0000000 -0.0543522
0.3785100 0.0000000 -0.0541482
0.4024550 0.0000000 -0.0536508
0.4266350 0.0000000 -0.0528551
0.4509910 0.0000000 -0.0517593
0.4754660 0.0000000 -0.0503636
0.5000000 0.0000000 -0.0486693
0.5245340 0.0000000 -0.0466782
0.5490090 0.0000000 -0.0443929
0.5733650 0.0000000 -0.0418183
0.5975450 0.0000000 -0.0389632
0.6214900 0.0000000 -0.0358441
0.6451420 0.0000000 -0.0324870
0.6684450 0.0000000 -0.0289294
0.6913420 0.0000000 -0.0252209
0.7137780 0.0000000 -0.0214216
0.7356980 0.0000000 -0.0175996
0.7570510 0.0000000 -0.0138268
0.7777850 0.0000000 -0.0101752
0.7978500 0.0000000 -0.0067125
0.8171970 0.0000000 -0.0035000
0.8357790 0.0000000 -0.0005907
0.8535530 0.0000000 0.0019714
0.8704760 0.0000000 0.0041491
0.8865050 0.0000000 0.0059122
0.9016040 0.0000000 0.0072373
0.9157350 0.0000000 0.0081079
0.9288640 0.0000000 0.0085177
0.9409610 0.0000000 0.0084740
0.9519950 0.0000000 0.0080020
0.9619400 0.0000000 0.0071489
0.9707720 0.0000000 0.0059863
0.9784700 0.0000000 0.0046090
0.9850160 0.0000000 0.0031315
0.9903930 0.0000000 0.0016810
0.9945880 0.0000000 0.0003858
0.9975920 0.0000000 -0.0006367
0.9993980 0.0000000 -0.0012917
1.0000000 0.0000000 -0.0015170
