137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018148
0.9975920 0.0000000 0.0026866
0.9945880 0.0000000 0.0040679
0.9903930 0.0000000 0.0058632
0.9850160 0.0000000 0.0079590
0.9784700 0.0000000 0.0102387
0.9707720 0.0000000 0.0125975
0.9619400 0.0000000 0.0149554
0.9519950 0.0000000 0.0172631
0.9409610 0.0000000 0.0195034
0.9288640 0.0000000 0.0216872
0.9157350 0.0000000 0.0238454
0.9016040 0.0000000 0.0260187
0.8865050 0.0000000 0.0282467
0.8704760 0.0000000 0.0305583
0.8535530 0.0000000 0.0329662
0.8357790 0.0000000 0.0354628
0.8171970 0.0000000 0.0380221
0.7978500 0.0000000 0.0406029
0.7777850 0.0000000 0.0431542
0.7570510 0.0000000 0.0456222
0.7356980 0.0000000 0.0479569
0.7137780 0.0000000 0.0501172
0.6913420 0.0000000 0.0520754
0.6684450 0.0000000 0.0538183
0.6451420 0.0000000 0.0553467
0.6214900 0.0000000 0.0566738
0.5975450 0.0000000 0.0578209
0.5733650 0.0000000 0.0588127
0.5490090 0.0000000 0.0596725
0.5245340 0.0000000 0.0604177
0.5000000 0.0000000 0.0610561
0.4754660 0.0000000 0.0615851
0.4509910 0.0000000 0.0619914
0.4266350 0.0000000 0.0622534
0.4024550 0.0000000 0.0623452
0.3785100 0.0000000 0.0622401
0.3548580 0.0000000 0.0619157
0.3315550 0.0000000 0.0613569
0.3086580 0.0000000 0.0605583
0.2862220 0.0000000 0.0595241
0.2643020 0.0000000 0.0582672
0.2429490 0.0000000 0.0568064
0.2222150 0.0000000 0.0551640
0.2021500 0.0000000 0.0533629
0.1828030 0.0000000 0.0514243
0.1642210 0.0000000 0.0493666
0.1464470 0.0000000 0.0472051
0.1295240 0.0000000 0.0449522
0.1134950 0.0000000 0.0426182
0.0983960 0.0000000 0.0402100
0.0842650 0.0000000 0.0377324
0.0711360 0.0000000 0.0351858
0.0590390 0.0000000 0.0325655
0.0480050 0.0000000 0.0298623
0.0380600 0.0000000 0.0270616
0.0292280 0.0000000 0.0241459
0.0215300 0.0000000 0.0210977
0.0149840 0.0000000 0.0179033
0.0096070 0.0000000 0.0145582
0.0054120 0.0000000 0.0110695
0.0036000 0.0000000 0.0090813
0.0024080 0.0000000 0.0074565
0.0018000 0.0000000 0.0064599
0.0012000 0.0000000 0.0052851
0.0006020 0.0000000 0.0037508
0.0003000 0.0000000 0.0026505
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0023807
0.0006020 0.0000000 -0.0033682
0.0012000 0.0000000 -0.0047435
0.0018000 0.0000000 -0.0057949
0.0024080 0.0000000 -0.0066854
0.0036000 0.0000000 -0.0081341
0.0054120 0.0000000 -0.0099004
0.0096070 0.0000000 -0.0129798
0.0149840 0.0000000 -0.0159060
0.0215300 0.0000000 -0.0186772
0.0292280 0.0000000 -0.0213056
0.0380600 0.0000000 -0.0238134
0.0480050 0.0000000 -0.0262263
0.0590390 0.0000000 -0.0285677
0.0711360 0.0000000 -0.0308544
0.0842650 0.0000000 -0.0330935
0.0983960 0.0000000 -0.0352833
0.1134950 0.0000000 -0.0374139
0.1295240 0.0000000 -0.0394702
0.1464470 0.0000000 -0.0414357
0.1642210 0.0000000 -0.0432941
0.1828030 0.0000000 -0.0450313
0.2021500 0.0000000 -0.0466352
0.2222150 0.0000000 -0.0480945
0.2429490 0.0000000 -0.0493970
0.2643020 0.0000000 -0.0505277
0.2862220 0.0000000 -0.0514682
0.3086580 0.0000000 -0.0521966
0.3315550 0.0000000 -0.0526891
0.3548580 0.0000000 -0.0529219
0.3785100 0.0000000 -0.0528744
0.4024550 0.0000000 -0.0525313
0.4266350 0.0000000 -0.0518840
0.4509910 0.0000000 -0.0509309
0.4754660 0.0000000 -0.0496765
0.5000000 0.0000000 -0.0481296
0.5245340 0.0000000 -0.0463010
0.5490090 0.0000000 -0.0442021
0.5733650 0.0000000 -0.0418438
0.5975450 0.0000000 -0.0392369
0.6214900 0.0000000 -0.0363941
0.6451420 0.0000000 -0.0333323
0.6684450 0.0000000 -0.0300747
0.6913420 0.0000000 -0.0266539
0.7137780 0.0000000 -0.0231119
0.7356980 0.0000000 -0.0195008
0.7570510 0.0000000 -0.0158799
0.7777850 0.0000000 -0.0123139
0.7978500 0.0000000 -0.0088695
0.8171970 0.0000000 -0.0056122
0.8357790 0.0000000 -0.0026039
0.8535530 0.0000000 0.0000994
0.8704760 0.0000000 0.0024477
0.8865050 0.0000000 0.0043977
0.9016040 0.0000000 0.0059151
0.9157350 0.0000000 0.0069746
0.9288640 0.0000000 0.0075637
0.9409610 0.0000000 0.0076859
0.9519950 0.0000000 0.0073643
0.9619400 0.0000000 0.0066454
0.9707720 0.0000000 0.0056008
0.9784700 0.0000000 0.0043255
0.9850160 0.0000000 0.0029344
0.9903930 0.0000000 0.0015546
0.9945880 0.0000000 0.0003146
0.9975920 0.0000000 -0.0006684
0.9993980 0.0000000 -0.0012996
1.0000000 0.0000000 -0.0015170
