137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018283
0.9975920 0.0000000 0.0027404
0.9945880 0.0000000 0.0041887
0.9903930 0.0000000 0.0060776
0.9850160 0.0000000 0.0082933
0.9784700 0.0000000 0.0107187
0.9707720 0.0000000 0.0132486
0.9619400 0.0000000 0.0158025
0.9519950 0.0000000 0.0183306
0.9409610 0.0000000 0.0208146
0.9288640 0.0000000 0.0232643
0.9157350 0.0000000 0.0257082
0.9016040 0.0000000 0.0281838
0.8865050 0.0000000 0.0307258
0.8704760 0.0000000 0.0333565
0.8535530 0.0000000 0.0360807
0.8357790 0.0000000 0.0388815
0.8171970 0.0000000 0.0417224
0.7978500 0.0000000 0.0445526
0.7777850 0.0000000 0.0473118
0.7570510 0.0000000 0.0499390
0.7356980 0.0000000 0.0523792
0.7137780 0.0000000 0.0545890
0.6913420 0.0000000 0.0565409
0.6684450 0.0000000 0.0582238
0.6451420 0.0000000 0.0596430
0.6214900 0.0000000 0.0608166
0.5975450 0.0000000 0.0617720
0.5733650 0.0000000 0.0625407
0.5490090 0.0000000 0.0631538
0.5245340 0.0000000 0.0636379
0.5000000 0.0000000 0.0640119
0.4754660 0.0000000 0.0642863
0.4509910 0.0000000 0.0644630
0.4266350 0.0000000 0.0645363
0.4024550 0.0000000 0.0644961
0.3785100 0.0000000 0.0643297
0.3548580 0.0000000 0.0640243
0.3315550 0.0000000 0.0635691
0.3086580 0.0000000 0.0629556
0.2862220 0.0000000 0.0621778
0.2643020 0.0000000 0.0612315
0.2429490 0.0000000 0.0601132
0.2222150 0.0000000 0.0588194
0.2021500 0.0000000 0.0573469
0.1828030 0.0000000 0.0556927
0.1642210 0.0000000 0.0538555
0.1464470 0.0000000 0.0518367
0.1295240 0.0000000 0.0496413
0.1134950 0.0000000 0.0472787
0.0983960 0.0000000 0.0447608
0.0842650 0.0000000 0.0421010
0.0711360 0.0000000 0.0393111
0.0590390 0.0000000 0.0363988
0.0480050 0.0000000 0.0333666
0.0380600 0.0000000 0.0302103
0.0292280 0.0000000 0.0269210
0.0215300 0.0000000 0.0234875
0.0149840 0.0000000 0.0199007
0.0096070 0.0000000 0.0161592
0.0054120 0.0000000 0.0122717
0.0036000 0.0000000 0.0100619
0.0024080 0.0000000 0.0082586
0.0018000 0.0000000 0.0071533
0.0012000 0.0000000 0.0058513
0.0006020 0.0000000 0.0041519
0.0003000 0.0000000 0.0029336
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0023430
0.0006020 0.0000000 -0.0033148
0.0012000 0.0000000 -0.0046680
0.0018000 0.0000000 -0.0057025
0.0024080 0.0000000 -0.0065786
0.0036000 0.0000000 -0.0080034
0.0054120 0.0000000 -0.0097402
0.0096070 0.0000000 -0.0127662
0.0149840 0.0000000 -0.0156389
0.0215300 0.0000000 -0.0183565
0.0292280 0.0000000 -0.0209319
0.0380600 0.0000000 -0.0233894
0.0480050 0.0000000 -0.0257576
0.0590390 0.0000000 -0.0280642
0.0711360 0.0000000 -0.0303312
0.0842650 0.0000000 -0.0325717
0.0983960 0.0000000 -0.0347892
0.1134950 0.0000000 -0.0369784
0.1295240 0.0000000 -0.0391265
0.1464470 0.0000000 -0.0412173
0.1642210 0.0000000 -0.0432321
0.1828030 0.0000000 -0.0451523
0.2021500 0.0000000 -0.0469603
0.2222150 0.0000000 -0.0486384
0.2429490 0.0000000 -0.0501682
0.2643020 0.0000000 -0.0515302
0.2862220 0.0000000 -0.0527024
0.3086580 0.0000000 -0.0536614
0.3315550 0.0000000 -0.0543825
0.3548580 0.0000000 -0.0548417
0.3785100 0.0000000 -0.0550173
0.4024550 0.0000000 -0.0548915
0.4266350 0.0000000 -0.0544513
0.4509910 0.0000000 -0.0536887
0.4754660 0.0000000 -0.0526001
0.5000000 0.0000000 -0.0511852
0.5245340 0.0000000 -0.0494465
0.5490090 0.0000000 -0.0473886
0.5733650 0.0000000 -0.0450184
0.5975450 0.0000000 -0.0423465
0.6214900 0.0000000 -0.0393891
0.6451420 0.0000000 -0.0361699
0.6684450 0.0000000 -0.0327219
0.6913420 0.0000000 -0.0290889
0.7137780 0.0000000 -0.0253243
0.7356980 0.0000000 -0.0214905
0.7570510 0.0000000 -0.0176553
0.7777850 0.0000000 -0.0138894
0.7978500 0.0000000 -0.0102628
0.8171970 0.0000000 -0.0068419
0.8357790 0.0000000 -0.0036877
0.8535530 0.0000000 -0.0008540
0.8704760 0.0000000 0.0016115
0.8865050 0.0000000 0.0036681
0.9016040 0.0000000 0.0052834
0.9157350 0.0000000 0.0064336
0.9288640 0.0000000 0.0071066
0.9409610 0.0000000 0.0073062
0.9519950 0.0000000 0.0070555
0.9619400 0.0000000 0.0064007
0.9707720 0.0000000 0.0054130
0.9784700 0.0000000 0.0041873
0.9850160 0.0000000 0.0028383
0.9903930 0.0000000 0.0014930
0.9945880 0.0000000 0.0002799
0.9975920 0.0000000 -0.0006838
0.9993980 0.0000000 -0.0013035
1.0000000 0.0000000 -0.0015170
