137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018151
0.9975920 0.0000000 0.0026876
0.9945880 0.0000000 0.0040702
0.9903930 0.0000000 0.0058674
0.9850160 0.0000000 0.0079657
0.9784700 0.0000000 0.0102483
0.9707720 0.0000000 0.0126105
0.9619400 0.0000000 0.0149720
0.9519950 0.0000000 0.0172834
0.9409610 0.0000000 0.0195274
0.9288640 0.0000000 0.0217152
0.9157350 0.0000000 0.0238779
0.9016040 0.0000000 0.0260575
0.8865050 0.0000000 0.0282951
0.8704760 0.0000000 0.0306222
0.8535530 0.0000000 0.0330547
0.8357790 0.0000000 0.0355889
0.8171970 0.0000000 0.0382023
0.7978500 0.0000000 0.0408568
0.7777850 0.0000000 0.0435030
0.7570510 0.0000000 0.0460861
0.7356980 0.0000000 0.0485515
0.7137780 0.0000000 0.0508502
0.6913420 0.0000000 0.0529421
0.6684450 0.0000000 0.0547980
0.6451420 0.0000000 0.0564008
0.6214900 0.0000000 0.0577446
0.5975450 0.0000000 0.0588335
0.5733650 0.0000000 0.0596785
0.5490090 0.0000000 0.0602955
0.5245340 0.0000000 0.0607023
0.5000000 0.0000000 0.0609161
0.4754660 0.0000000 0.0609522
0.4509910 0.0000000 0.0608226
0.4266350 0.0000000 0.0605366
0.4024550 0.0000000 0.0601012
0.3785100 0.0000000 0.0595218
0.3548580 0.0000000 0.0588039
0.3315550 0.0000000 0.0579532
0.3086580 0.0000000 0.0569760
0.2862220 0.0000000 0.0558791
0.2643020 0.0000000 0.0546683
0.2429490 0.0000000 0.0533480
0.2222150 0.0000000 0.0519204
0.2021500 0.0000000 0.0503853
0.1828030 0.0000000 0.0487407
0.1642210 0.0000000 0.0469843
0.1464470 0.0000000 0.0451141
0.1295240 0.0000000 0.0431304
0.1134950 0.0000000 0.0410360
0.0983960 0.0000000 0.0388357
0.0842650 0.0000000 0.0365351
0.0711360 0.0000000 0.0341387
0.0590390 0.0000000 0.0316468
0.0480050 0.0000000 0.0290557
0.0380600 0.0000000 0.0263559
0.0292280 0.0000000 0.0235340
0.0215300 0.0000000 0.0205756
0.0149840 0.0000000 0.0174690
0.0096070 0.0000000 0.0142110
0.0054120 0.0000000 0.0108091
0.0036000 0.0000000 0.0088690
0.0024080 0.0000000 0.0072829
0.0018000 0.0000000 0.0063098
0.0012000 0.0000000 0.0051625
0.0006020 0.0000000 0.0036640
0.0003000 0.0000000 0.0025892
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0023339
0.0006020 0.0000000 -0.0033019
0.0012000 0.0000000 -0.0046498
0.0018000 0.0000000 -0.0056802
0.0024080 0.0000000 -0.0065528
0.0036000 0.0000000 -0.0079719
0.0054120 0.0000000 -0.0097015
0.0096070 0.0000000 -0.0127145
0.0149840 0.0000000 -0.0155742
0.0215300 0.0000000 -0.0182786
0.0292280 0.0000000 -0.0208405
0.0380600 0.0000000 -0.0232834
0.0480050 0.0000000 -0.0256357
0.0590390 0.0000000 -0.0279244
0.0711360 0.0000000 -0.0301716
0.0842650 0.0000000 -0.0323907
0.0983960 0.0000000 -0.0345873
0.1134950 0.0000000 -0.0367590
0.1295240 0.0000000 -0.0388978
0.1464470 0.0000000 -0.0409932
0.1642210 0.0000000 -0.0430333
0.1828030 0.0000000 -0.0450066
0.2021500 0.0000000 -0.0469012
0.2222150 0.0000000 -0.0487036
0.2429490 0.0000000 -0.0503971
0.2643020 0.0000000 -0.0519602
0.2862220 0.0000000 -0.0533658
0.3086580 0.0000000 -0.0545817
0.3315550 0.0000000 -0.0555720
0.3548580 0.0000000 -0.0562997
0.3785100 0.0000000 -0.0567294
0.4024550 0.0000000 -0.0568305
0.4266350 0.0000000 -0.0565792
0.4509910 0.0000000 -0.0559592
0.4754660 0.0000000 -0.0549619
0.5000000 0.0000000 -0.0535859
0.5245340 0.0000000 -0.0518355
0.5490090 0.0000000 -0.0497198
0.5733650 0.0000000 -0.0472529
0.5975450 0.0000000 -0.0444531
0.6214900 0.0000000 -0.0413452
0.6451420 0.0000000 -0.0379615
0.6684450 0.0000000 -0.0343428
0.6913420 0.0000000 -0.0305392
0.7137780 0.0000000 -0.0266099
0.7356980 0.0000000 -0.0226212
0.7570510 0.0000000 -0.0186435
0.7777850 0.0000000 -0.0147492
0.7978500 0.0000000 -0.0110085
0.8171970 0.0000000 -0.0074877
0.8357790 0.0000000 -0.0042465
0.8535530 0.0000000 -0.0013376
0.8704760 0.0000000 0.0011932
0.8865050 0.0000000 0.0033070
0.9016040 0.0000000 0.0049729
0.9157350 0.0000000 0.0061682
0.9288640 0.0000000 0.0068822
0.9409610 0.0000000 0.0071192
0.9519950 0.0000000 0.0069026
0.9619400 0.0000000 0.0062789
0.9707720 0.0000000 0.0053190
0.9784700 0.0000000 0.0041179
0.9850160 0.0000000 0.0027899
0.9903930 0.0000000 0.0014620
0.9945880 0.0000000 0.0002624
0.9975920 0.0000000 -0.0006916
0.9993980 0.0000000 -0.0013054
1.0000000 0.0000000 -0.0015170
