137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018264
0.9975920 0.0000000 0.0027332
0.9945880 0.0000000 0.0041725
0.9903930 0.0000000 0.0060489
0.9850160 0.0000000 0.0082486
0.9784700 0.0000000 0.0106550
0.9707720 0.0000000 0.0131631
0.9619400 0.0000000 0.0156929
0.9519950 0.0000000 0.0181947
0.9409610 0.0000000 0.0206510
0.9288640 0.0000000 0.0230718
0.9157350 0.0000000 0.0254857
0.9016040 0.0000000 0.0279307
0.8865050 0.0000000 0.0304416
0.8704760 0.0000000 0.0330412
0.8535530 0.0000000 0.0357347
0.8357790 0.0000000 0.0385063
0.8171970 0.0000000 0.0413209
0.7978500 0.0000000 0.0441290
0.7777850 0.0000000 0.0468723
0.7570510 0.0000000 0.0494912
0.7356980 0.0000000 0.0519320
0.7137780 0.0000000 0.0541517
0.6913420 0.0000000 0.0561225
0.6684450 0.0000000 0.0578319
0.6451420 0.0000000 0.0592821
0.6214900 0.0000000 0.0604874
0.5975450 0.0000000 0.0614701
0.5733650 0.0000000 0.0622558
0.5490090 0.0000000 0.0628689
0.5245340 0.0000000 0.0633288
0.5000000 0.0000000 0.0636477
0.4754660 0.0000000 0.0638292
0.4509910 0.0000000 0.0638690
0.4266350 0.0000000 0.0637569
0.4024550 0.0000000 0.0634794
0.3785100 0.0000000 0.0630232
0.3548580 0.0000000 0.0623777
0.3315550 0.0000000 0.0615373
0.3086580 0.0000000 0.0605027
0.2862220 0.0000000 0.0592804
0.2643020 0.0000000 0.0578818
0.2429490 0.0000000 0.0563213
0.2222150 0.0000000 0.0546147
0.2021500 0.0000000 0.0527773
0.1828030 0.0000000 0.0508234
0.1642210 0.0000000 0.0487653
0.1464470 0.0000000 0.0466138
0.1295240 0.0000000 0.0443782
0.1134950 0.0000000 0.0420672
0.0983960 0.0000000 0.0396869
0.0842650 0.0000000 0.0372415
0.0711360 0.0000000 0.0347308
0.0590390 0.0000000 0.0321494
0.0480050 0.0000000 0.0294874
0.0380600 0.0000000 0.0267289
0.0292280 0.0000000 0.0238558
0.0215300 0.0000000 0.0208499
0.0149840 0.0000000 0.0176974
0.0096070 0.0000000 0.0143937
0.0054120 0.0000000 0.0109461
0.0036000 0.0000000 0.0089807
0.0024080 0.0000000 0.0073742
0.0018000 0.0000000 0.0063887
0.0012000 0.0000000 0.0052270
0.0006020 0.0000000 0.0037097
0.0003000 0.0000000 0.0026214
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0023169
0.0006020 0.0000000 -0.0032778
0.0012000 0.0000000 -0.0046158
0.0018000 0.0000000 -0.0056385
0.0024080 0.0000000 -0.0065046
0.0036000 0.0000000 -0.0079130
0.0054120 0.0000000 -0.0096295
0.0096070 0.0000000 -0.0126193
0.0149840 0.0000000 -0.0154570
0.0215300 0.0000000 -0.0181417
0.0292280 0.0000000 -0.0206870
0.0380600 0.0000000 -0.0231175
0.0480050 0.0000000 -0.0254618
0.0590390 0.0000000 -0.0277466
0.0711360 0.0000000 -0.0299919
0.0842650 0.0000000 -0.0322076
0.0983960 0.0000000 -0.0343937
0.1134950 0.0000000 -0.0365408
0.1295240 0.0000000 -0.0386329
0.1464470 0.0000000 -0.0406517
0.1642210 0.0000000 -0.0425787
0.1828030 0.0000000 -0.0443982
0.2021500 0.0000000 -0.0460974
0.2222150 0.0000000 -0.0476661
0.2429490 0.0000000 -0.0490942
0.2643020 0.0000000 -0.0503705
0.2862220 0.0000000 -0.0514798
0.3086580 0.0000000 -0.0524027
0.3315550 0.0000000 -0.0531156
0.3548580 0.0000000 -0.0535917
0.3785100 0.0000000 -0.0538039
0.4024550 0.0000000 -0.0537270
0.4266350 0.0000000 -0.0533403
0.4509910 0.0000000 -0.0526294
0.4754660 0.0000000 -0.0515863
0.5000000 0.0000000 -0.0502099
0.5245340 0.0000000 -0.0485045
0.5490090 0.0000000 -0.0464789
0.5733650 0.0000000 -0.0441459
0.5975450 0.0000000 -0.0415213
0.6214900 0.0000000 -0.0386251
0.6451420 0.0000000 -0.0354825
0.6684450 0.0000000 -0.0321252
0.6913420 0.0000000 -0.0285927
0.7137780 0.0000000 -0.0249325
0.7356980 0.0000000 -0.0212002
0.7570510 0.0000000 -0.0174572
0.7777850 0.0000000 -0.0137692
0.7978500 0.0000000 -0.0102034
0.8171970 0.0000000 -0.0068255
0.8357790 0.0000000 -0.0036979
0.8535530 0.0000000 -0.0008776
0.8704760 0.0000000 0.0015843
0.8865050 0.0000000 0.0036435
0.9016040 0.0000000 0.0052641
0.9157350 0.0000000 0.0064201
0.9288640 0.0000000 0.0070982
0.9409610 0.0000000 0.0073015
0.9519950 0.0000000 0.0070531
0.9619400 0.0000000 0.0063996
0.9707720 0.0000000 0.0054124
0.9784700 0.0000000 0.0041870
0.9850160 0.0000000 0.0028381
0.9903930 0.0000000 0.0014929
0.9945880 0.0000000 0.0002798
0.9975920 0.0000000 -0.0006839
0.9993980 0.0000000 -0.0013035
1.0000000 0.0000000 -0.0015170
