137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018144
0.9975920 0.0000000 0.0026852
0.9945880 0.0000000 0.0040647
0.9903930 0.0000000 0.0058575
0.9850160 0.0000000 0.0079502
0.9784700 0.0000000 0.0102260
0.9707720 0.0000000 0.0125800
0.9619400 0.0000000 0.0149320
0.9519950 0.0000000 0.0172325
0.9409610 0.0000000 0.0194642
0.9288640 0.0000000 0.0216386
0.9157350 0.0000000 0.0237870
0.9016040 0.0000000 0.0259520
0.8865050 0.0000000 0.0281755
0.8704760 0.0000000 0.0304901
0.8535530 0.0000000 0.0329132
0.8357790 0.0000000 0.0354426
0.8171970 0.0000000 0.0380577
0.7978500 0.0000000 0.0407221
0.7777850 0.0000000 0.0433878
0.7570510 0.0000000 0.0460012
0.7356980 0.0000000 0.0485083
0.7137780 0.0000000 0.0508600
0.6913420 0.0000000 0.0530156
0.6684450 0.0000000 0.0549447
0.6451420 0.0000000 0.0566287
0.6214900 0.0000000 0.0580599
0.5975450 0.0000000 0.0592407
0.5733650 0.0000000 0.0601812
0.5490090 0.0000000 0.0608965
0.5245340 0.0000000 0.0614043
0.5000000 0.0000000 0.0617222
0.4754660 0.0000000 0.0618660
0.4509910 0.0000000 0.0618484
0.4266350 0.0000000 0.0616786
0.4024550 0.0000000 0.0613627
0.3785100 0.0000000 0.0609047
0.3548580 0.0000000 0.0603069
0.3315550 0.0000000 0.0595712
0.3086580 0.0000000 0.0586995
0.2862220 0.0000000 0.0576936
0.2643020 0.0000000 0.0565550
0.2429490 0.0000000 0.0552842
0.2222150 0.0000000 0.0538810
0.2021500 0.0000000 0.0523441
0.1828030 0.0000000 0.0506724
0.1642210 0.0000000 0.0488652
0.1464470 0.0000000 0.0469238
0.1295240 0.0000000 0.0448522
0.1134950 0.0000000 0.0426575
0.0983960 0.0000000 0.0403480
0.0842650 0.0000000 0.0379330
0.0711360 0.0000000 0.0354193
0.0590390 0.0000000 0.0328092
0.0480050 0.0000000 0.0301000
0.0380600 0.0000000 0.0272827
0.0292280 0.0000000 0.0243442
0.0215300 0.0000000 0.0212697
0.0149840 0.0000000 0.0180474
0.0096070 0.0000000 0.0146739
0.0054120 0.0000000 0.0111564
0.0036000 0.0000000 0.0091522
0.0024080 0.0000000 0.0075145
0.0018000 0.0000000 0.0065100
0.0012000 0.0000000 0.0053260
0.0006020 0.0000000 0.0037799
0.0003000 0.0000000 0.0026710
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024534
0.0006020 0.0000000 -0.0034712
0.0012000 0.0000000 -0.0048888
0.0018000 0.0000000 -0.0059729
0.0024080 0.0000000 -0.0068914
0.0036000 0.0000000 -0.0083860
0.0054120 0.0000000 -0.0102097
0.0096070 0.0000000 -0.0133934
0.0149840 0.0000000 -0.0164264
0.0215300 0.0000000 -0.0193094
0.0292280 0.0000000 -0.0220581
0.0380600 0.0000000 -0.0246998
0.0480050 0.0000000 -0.0272660
0.0590390 0.0000000 -0.0297862
0.0711360 0.0000000 -0.0322829
0.0842650 0.0000000 -0.0347676
0.0983960 0.0000000 -0.0372407
0.1134950 0.0000000 -0.0396914
0.1295240 0.0000000 -0.0421004
0.1464470 0.0000000 -0.0444446
0.1642210 0.0000000 -0.0466984
0.1828030 0.0000000 -0.0488375
0.2021500 0.0000000 -0.0508399
0.2222150 0.0000000 -0.0526850
0.2429490 0.0000000 -0.0543525
0.2643020 0.0000000 -0.0558210
0.2862220 0.0000000 -0.0570665
0.3086580 0.0000000 -0.0580618
0.3315550 0.0000000 -0.0587772
0.3548580 0.0000000 -0.0591823
0.3785100 0.0000000 -0.0592487
0.4024550 0.0000000 -0.0589530
0.4266350 0.0000000 -0.0582795
0.4509910 0.0000000 -0.0572214
0.4754660 0.0000000 -0.0557815
0.5000000 0.0000000 -0.0539717
0.5245340 0.0000000 -0.0518106
0.5490090 0.0000000 -0.0493222
0.5733650 0.0000000 -0.0465339
0.5975450 0.0000000 -0.0434746
0.6214900 0.0000000 -0.0401755
0.6451420 0.0000000 -0.0366699
0.6684450 0.0000000 -0.0329947
0.6913420 0.0000000 -0.0291916
0.7137780 0.0000000 -0.0253077
0.7356980 0.0000000 -0.0213960
0.7570510 0.0000000 -0.0175139
0.7777850 0.0000000 -0.0137223
0.7978500 0.0000000 -0.0100831
0.8171970 0.0000000 -0.0066571
0.8357790 0.0000000 -0.0035018
0.8535530 0.0000000 -0.0006700
0.8704760 0.0000000 0.0017910
0.8865050 0.0000000 0.0038401
0.9016040 0.0000000 0.0054444
0.9157350 0.0000000 0.0065802
0.9288640 0.0000000 0.0072362
0.9409610 0.0000000 0.0074172
0.9519950 0.0000000 0.0071474
0.9619400 0.0000000 0.0064742
0.9707720 0.0000000 0.0054694
0.9784700 0.0000000 0.0042288
0.9850160 0.0000000 0.0028671
0.9903930 0.0000000 0.0015114
0.9945880 0.0000000 0.0002902
0.9975920 0.0000000 -0.0006792
0.9993980 0.0000000 -0.0013024
1.0000000 0.0000000 -0.0015170
