137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018309
0.9975920 0.0000000 0.0027510
0.9945880 0.0000000 0.0042126
0.9903930 0.0000000 0.0061200
0.9850160 0.0000000 0.0083596
0.9784700 0.0000000 0.0108142
0.9707720 0.0000000 0.0133789
0.9619400 0.0000000 0.0159731
0.9519950 0.0000000 0.0185469
0.9409610 0.0000000 0.0210822
0.9288640 0.0000000 0.0235883
0.9157350 0.0000000 0.0260935
0.9016040 0.0000000 0.0286348
0.8865050 0.0000000 0.0312461
0.8704760 0.0000000 0.0339490
0.8535530 0.0000000 0.0367472
0.8357790 0.0000000 0.0396226
0.8171970 0.0000000 0.0425378
0.7978500 0.0000000 0.0454404
0.7777850 0.0000000 0.0482687
0.7570510 0.0000000 0.0509600
0.7356980 0.0000000 0.0534575
0.7137780 0.0000000 0.0557155
0.6913420 0.0000000 0.0577042
0.6684450 0.0000000 0.0594095
0.6451420 0.0000000 0.0608333
0.6214900 0.0000000 0.0619896
0.5975450 0.0000000 0.0629011
0.5733650 0.0000000 0.0635938
0.5490090 0.0000000 0.0640925
0.5245340 0.0000000 0.0644173
0.5000000 0.0000000 0.0645810
0.4754660 0.0000000 0.0645885
0.4509910 0.0000000 0.0644381
0.4266350 0.0000000 0.0641233
0.4024550 0.0000000 0.0636363
0.3785100 0.0000000 0.0629713
0.3548580 0.0000000 0.0621269
0.3315550 0.0000000 0.0611074
0.3086580 0.0000000 0.0599236
0.2862220 0.0000000 0.0585906
0.2643020 0.0000000 0.0571262
0.2429490 0.0000000 0.0555476
0.2222150 0.0000000 0.0538697
0.2021500 0.0000000 0.0521029
0.1828030 0.0000000 0.0502528
0.1642210 0.0000000 0.0483210
0.1464470 0.0000000 0.0463061
0.1295240 0.0000000 0.0442060
0.1134950 0.0000000 0.0420191
0.0983960 0.0000000 0.0397439
0.0842650 0.0000000 0.0373802
0.0711360 0.0000000 0.0349265
0.0590390 0.0000000 0.0323786
0.0480050 0.0000000 0.0297294
0.0380600 0.0000000 0.0269673
0.0292280 0.0000000 0.0240784
0.0215300 0.0000000 0.0210485
0.0149840 0.0000000 0.0178668
0.0096070 0.0000000 0.0145310
0.0054120 0.0000000 0.0110498
0.0036000 0.0000000 0.0090654
0.0024080 0.0000000 0.0074435
0.0018000 0.0000000 0.0064487
0.0012000 0.0000000 0.0052760
0.0006020 0.0000000 0.0037444
0.0003000 0.0000000 0.0026459
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0025317
0.0006020 0.0000000 -0.0035820
0.0012000 0.0000000 -0.0050453
0.0018000 0.0000000 -0.0061645
0.0024080 0.0000000 -0.0071130
0.0036000 0.0000000 -0.0086569
0.0054120 0.0000000 -0.0105414
0.0096070 0.0000000 -0.0138340
0.0149840 0.0000000 -0.0169734
0.0215300 0.0000000 -0.0199579
0.0292280 0.0000000 -0.0227998
0.0380600 0.0000000 -0.0255218
0.0480050 0.0000000 -0.0281496
0.0590390 0.0000000 -0.0307059
0.0711360 0.0000000 -0.0332062
0.0842650 0.0000000 -0.0356548
0.0983960 0.0000000 -0.0380458
0.1134950 0.0000000 -0.0403631
0.1295240 0.0000000 -0.0425841
0.1464470 0.0000000 -0.0446831
0.1642210 0.0000000 -0.0466338
0.1828030 0.0000000 -0.0484124
0.2021500 0.0000000 -0.0499985
0.2222150 0.0000000 -0.0513746
0.2429490 0.0000000 -0.0525253
0.2643020 0.0000000 -0.0534368
0.2862220 0.0000000 -0.0540957
0.3086580 0.0000000 -0.0544892
0.3315550 0.0000000 -0.0546059
0.3548580 0.0000000 -0.0544365
0.3785100 0.0000000 -0.0539757
0.4024550 0.0000000 -0.0532232
0.4266350 0.0000000 -0.0521832
0.4509910 0.0000000 -0.0508645
0.4754660 0.0000000 -0.0492785
0.5000000 0.0000000 -0.0474379
0.5245340 0.0000000 -0.0453542
0.5490090 0.0000000 -0.0430375
0.5733650 0.0000000 -0.0404961
0.5975450 0.0000000 -0.0377379
0.6214900 0.0000000 -0.0347727
0.6451420 0.0000000 -0.0316155
0.6684450 0.0000000 -0.0282887
0.6913420 0.0000000 -0.0248245
0.7137780 0.0000000 -0.0212653
0.7356980 0.0000000 -0.0176633
0.7570510 0.0000000 -0.0140775
0.7777850 0.0000000 -0.0105715
0.7978500 0.0000000 -0.0072097
0.8171970 0.0000000 -0.0040545
0.8357790 0.0000000 -0.0011637
0.8535530 0.0000000 0.0014112
0.8704760 0.0000000 0.0036248
0.8865050 0.0000000 0.0054385
0.9016040 0.0000000 0.0068215
0.9157350 0.0000000 0.0077518
0.9288640 0.0000000 0.0082192
0.9409610 0.0000000 0.0082287
0.9519950 0.0000000 0.0078044
0.9619400 0.0000000 0.0069935
0.9707720 0.0000000 0.0058675
0.9784700 0.0000000 0.0045217
0.9850160 0.0000000 0.0030708
0.9903930 0.0000000 0.0016420
0.9945880 0.0000000 0.0003638
0.9975920 0.0000000 -0.0006465
0.9993980 0.0000000 -0.0012942
1.0000000 0.0000000 -0.0015170
