137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018191
0.9975920 0.0000000 0.0027036
0.9945880 0.0000000 0.0041061
0.9903930 0.0000000 0.0059310
0.9850160 0.0000000 0.0080646
0.9784700 0.0000000 0.0103903
0.9707720 0.0000000 0.0128029
0.9619400 0.0000000 0.0152220
0.9519950 0.0000000 0.0175978
0.9409610 0.0000000 0.0199126
0.9288640 0.0000000 0.0221771
0.9157350 0.0000000 0.0244215
0.9016040 0.0000000 0.0266866
0.8865050 0.0000000 0.0290121
0.8704760 0.0000000 0.0314275
0.8535530 0.0000000 0.0339465
0.8357790 0.0000000 0.0365623
0.8171970 0.0000000 0.0392497
0.7978500 0.0000000 0.0419676
0.7777850 0.0000000 0.0446643
0.7570510 0.0000000 0.0472836
0.7356980 0.0000000 0.0497714
0.7137780 0.0000000 0.0520813
0.6913420 0.0000000 0.0541784
0.6684450 0.0000000 0.0560417
0.6451420 0.0000000 0.0576642
0.6214900 0.0000000 0.0590522
0.5975450 0.0000000 0.0602219
0.5733650 0.0000000 0.0611957
0.5490090 0.0000000 0.0619980
0.5245340 0.0000000 0.0626506
0.5000000 0.0000000 0.0631696
0.4754660 0.0000000 0.0635628
0.4509910 0.0000000 0.0638296
0.4266350 0.0000000 0.0639616
0.4024550 0.0000000 0.0639451
0.3785100 0.0000000 0.0637638
0.3548580 0.0000000 0.0634028
0.3315550 0.0000000 0.0628508
0.3086580 0.0000000 0.0621018
0.2862220 0.0000000 0.0611556
0.2643020 0.0000000 0.0600175
0.2429490 0.0000000 0.0586959
0.2222150 0.0000000 0.0572010
0.2021500 0.0000000 0.0555431
0.1828030 0.0000000 0.0537316
0.1642210 0.0000000 0.0517749
0.1464470 0.0000000 0.0496803
0.1295240 0.0000000 0.0474553
0.1134950 0.0000000 0.0451080
0.0983960 0.0000000 0.0426463
0.0842650 0.0000000 0.0400776
0.0711360 0.0000000 0.0374070
0.0590390 0.0000000 0.0346355
0.0480050 0.0000000 0.0317594
0.0380600 0.0000000 0.0287698
0.0292280 0.0000000 0.0256537
0.0215300 0.0000000 0.0223976
0.0149840 0.0000000 0.0189905
0.0096070 0.0000000 0.0154300
0.0054120 0.0000000 0.0117243
0.0036000 0.0000000 0.0096155
0.0024080 0.0000000 0.0078934
0.0018000 0.0000000 0.0068376
0.0012000 0.0000000 0.0055935
0.0006020 0.0000000 0.0039693
0.0003000 0.0000000 0.0028047
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024553
0.0006020 0.0000000 -0.0034739
0.0012000 0.0000000 -0.0048927
0.0018000 0.0000000 -0.0059776
0.0024080 0.0000000 -0.0068968
0.0036000 0.0000000 -0.0083926
0.0054120 0.0000000 -0.0102177
0.0096070 0.0000000 -0.0134038
0.0149840 0.0000000 -0.0164389
0.0215300 0.0000000 -0.0193230
0.0292280 0.0000000 -0.0220715
0.0380600 0.0000000 -0.0247105
0.0480050 0.0000000 -0.0272706
0.0590390 0.0000000 -0.0297799
0.0711360 0.0000000 -0.0322598
0.0842650 0.0000000 -0.0347209
0.0983960 0.0000000 -0.0371629
0.1134950 0.0000000 -0.0395751
0.1295240 0.0000000 -0.0419386
0.1464470 0.0000000 -0.0442311
0.1642210 0.0000000 -0.0464279
0.1828030 0.0000000 -0.0485057
0.2021500 0.0000000 -0.0504430
0.2222150 0.0000000 -0.0522193
0.2429490 0.0000000 -0.0538145
0.2643020 0.0000000 -0.0552071
0.2862220 0.0000000 -0.0563731
0.3086580 0.0000000 -0.0572862
0.3315550 0.0000000 -0.0579181
0.3548580 0.0000000 -0.0582406
0.3785100 0.0000000 -0.0582282
0.4024550 0.0000000 -0.0578605
0.4266350 0.0000000 -0.0571243
0.4509910 0.0000000 -0.0560148
0.4754660 0.0000000 -0.0545355
0.5000000 0.0000000 -0.0526973
0.5245340 0.0000000 -0.0505171
0.5490090 0.0000000 -0.0480159
0.5733650 0.0000000 -0.0452181
0.5975450 0.0000000 -0.0421502
0.6214900 0.0000000 -0.0388418
0.6451420 0.0000000 -0.0353262
0.6684450 0.0000000 -0.0316417
0.6913420 0.0000000 -0.0278328
0.7137780 0.0000000 -0.0239502
0.7356980 0.0000000 -0.0200506
0.7570510 0.0000000 -0.0161945
0.7777850 0.0000000 -0.0124445
0.7978500 0.0000000 -0.0088631
0.8171970 0.0000000 -0.0055099
0.8357790 0.0000000 -0.0024401
0.8535530 0.0000000 0.0002971
0.8704760 0.0000000 0.0026580
0.8865050 0.0000000 0.0046053
0.9016040 0.0000000 0.0061095
0.9157350 0.0000000 0.0071494
0.9288640 0.0000000 0.0077155
0.9409610 0.0000000 0.0078137
0.9519950 0.0000000 0.0074688
0.9619400 0.0000000 0.0067284
0.9707720 0.0000000 0.0056644
0.9784700 0.0000000 0.0043722
0.9850160 0.0000000 0.0029669
0.9903930 0.0000000 0.0015754
0.9945880 0.0000000 0.0003263
0.9975920 0.0000000 -0.0006632
0.9993980 0.0000000 -0.0012983
1.0000000 0.0000000 -0.0015170
