137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018085
0.9975920 0.0000000 0.0026614
0.9945880 0.0000000 0.0040112
0.9903930 0.0000000 0.0057626
0.9850160 0.0000000 0.0078021
0.9784700 0.0000000 0.0100132
0.9707720 0.0000000 0.0122911
0.9619400 0.0000000 0.0145559
0.9519950 0.0000000 0.0167582
0.9409610 0.0000000 0.0188812
0.9288640 0.0000000 0.0209365
0.9157350 0.0000000 0.0229559
0.9016040 0.0000000 0.0249823
0.8865050 0.0000000 0.0270577
0.8704760 0.0000000 0.0292151
0.8535530 0.0000000 0.0314716
0.8357790 0.0000000 0.0338253
0.8171970 0.0000000 0.0362556
0.7978500 0.0000000 0.0387265
0.7777850 0.0000000 0.0411909
0.7570510 0.0000000 0.0435971
0.7356980 0.0000000 0.0458943
0.7137780 0.0000000 0.0480378
0.6913420 0.0000000 0.0499931
0.6684450 0.0000000 0.0517376
0.6451420 0.0000000 0.0532619
0.6214900 0.0000000 0.0545683
0.5975450 0.0000000 0.0556690
0.5733650 0.0000000 0.0565832
0.5490090 0.0000000 0.0573330
0.5245340 0.0000000 0.0579403
0.5000000 0.0000000 0.0584233
0.4754660 0.0000000 0.0587941
0.4509910 0.0000000 0.0590579
0.4266350 0.0000000 0.0592125
0.4024550 0.0000000 0.0592498
0.3785100 0.0000000 0.0591577
0.3548580 0.0000000 0.0589225
0.3315550 0.0000000 0.0585307
0.3086580 0.0000000 0.0579711
0.2862220 0.0000000 0.0572359
0.2643020 0.0000000 0.0563204
0.2429490 0.0000000 0.0552233
0.2222150 0.0000000 0.0539458
0.2021500 0.0000000 0.0524913
0.1828030 0.0000000 0.0508652
0.1642210 0.0000000 0.0490749
0.1464470 0.0000000 0.0471295
0.1295240 0.0000000 0.0450406
0.1134950 0.0000000 0.0428216
0.0983960 0.0000000 0.0404858
0.0842650 0.0000000 0.0380456
0.0711360 0.0000000 0.0355098
0.0590390 0.0000000 0.0328816
0.0480050 0.0000000 0.0301580
0.0380600 0.0000000 0.0273297
0.0292280 0.0000000 0.0243824
0.0215300 0.0000000 0.0213009
0.0149840 0.0000000 0.0180727
0.0096070 0.0000000 0.0146938
0.0054120 0.0000000 0.0111713
0.0036000 0.0000000 0.0091643
0.0024080 0.0000000 0.0075244
0.0018000 0.0000000 0.0065186
0.0012000 0.0000000 0.0053330
0.0006020 0.0000000 0.0037848
0.0003000 0.0000000 0.0026745
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024049
0.0006020 0.0000000 -0.0034025
0.0012000 0.0000000 -0.0047918
0.0018000 0.0000000 -0.0058541
0.0024080 0.0000000 -0.0067539
0.0036000 0.0000000 -0.0082178
0.0054120 0.0000000 -0.0100030
0.0096070 0.0000000 -0.0131160
0.0149840 0.0000000 -0.0160750
0.0215300 0.0000000 -0.0188774
0.0292280 0.0000000 -0.0215348
0.0380600 0.0000000 -0.0240688
0.0480050 0.0000000 -0.0265050
0.0590390 0.0000000 -0.0288669
0.0711360 0.0000000 -0.0311720
0.0842650 0.0000000 -0.0334287
0.0983960 0.0000000 -0.0356375
0.1134950 0.0000000 -0.0377911
0.1295240 0.0000000 -0.0398775
0.1464470 0.0000000 -0.0418840
0.1642210 0.0000000 -0.0437978
0.1828030 0.0000000 -0.0456086
0.2021500 0.0000000 -0.0473082
0.2222150 0.0000000 -0.0488882
0.2429490 0.0000000 -0.0503388
0.2643020 0.0000000 -0.0516464
0.2862220 0.0000000 -0.0527925
0.3086580 0.0000000 -0.0537537
0.3315550 0.0000000 -0.0545024
0.3548580 0.0000000 -0.0550097
0.3785100 0.0000000 -0.0552477
0.4024550 0.0000000 -0.0551924
0.4266350 0.0000000 -0.0548253
0.4509910 0.0000000 -0.0541347
0.4754660 0.0000000 -0.0531151
0.5000000 0.0000000 -0.0517661
0.5245340 0.0000000 -0.0500914
0.5490090 0.0000000 -0.0480973
0.5733650 0.0000000 -0.0457921
0.5975450 0.0000000 -0.0431868
0.6214900 0.0000000 -0.0402968
0.6451420 0.0000000 -0.0371435
0.6684450 0.0000000 -0.0337562
0.6913420 0.0000000 -0.0301745
0.7137780 0.0000000 -0.0264476
0.7356980 0.0000000 -0.0226344
0.7570510 0.0000000 -0.0188002
0.7777850 0.0000000 -0.0150149
0.7978500 0.0000000 -0.0113495
0.8171970 0.0000000 -0.0078725
0.8357790 0.0000000 -0.0046481
0.8535530 0.0000000 -0.0017342
0.8704760 0.0000000 0.0008177
0.8865050 0.0000000 0.0029633
0.9016040 0.0000000 0.0046671
0.9157350 0.0000000 0.0059029
0.9288640 0.0000000 0.0066571
0.9409610 0.0000000 0.0069324
0.9519950 0.0000000 0.0067510
0.9619400 0.0000000 0.0061590
0.9707720 0.0000000 0.0052271
0.9784700 0.0000000 0.0040502
0.9850160 0.0000000 0.0027428
0.9903930 0.0000000 0.0014318
0.9945880 0.0000000 0.0002454
0.9975920 0.0000000 -0.0006992
0.9993980 0.0000000 -0.0013073
1.0000000 0.0000000 -0.0015170
