137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018142
0.9975920 0.0000000 0.0026843
0.9945880 0.0000000 0.0040628
0.9903930 0.0000000 0.0058542
0.9850160 0.0000000 0.0079451
0.9784700 0.0000000 0.0102187
0.9707720 0.0000000 0.0125703
0.9619400 0.0000000 0.0149198
0.9519950 0.0000000 0.0172177
0.9409610 0.0000000 0.0194467
0.9288640 0.0000000 0.0216179
0.9157350 0.0000000 0.0237624
0.9016040 0.0000000 0.0259215
0.8865050 0.0000000 0.0281356
0.8704760 0.0000000 0.0304349
0.8535530 0.0000000 0.0328341
0.8357790 0.0000000 0.0353273
0.8171970 0.0000000 0.0378906
0.7978500 0.0000000 0.0404843
0.7777850 0.0000000 0.0430582
0.7570510 0.0000000 0.0455582
0.7356980 0.0000000 0.0479324
0.7137780 0.0000000 0.0501365
0.6913420 0.0000000 0.0521377
0.6684450 0.0000000 0.0539166
0.6451420 0.0000000 0.0554675
0.6214900 0.0000000 0.0567967
0.5975450 0.0000000 0.0579199
0.5733650 0.0000000 0.0588577
0.5490090 0.0000000 0.0596320
0.5245340 0.0000000 0.0602611
0.5000000 0.0000000 0.0607572
0.4754660 0.0000000 0.0611244
0.4509910 0.0000000 0.0613581
0.4266350 0.0000000 0.0614469
0.4024550 0.0000000 0.0613746
0.3785100 0.0000000 0.0611241
0.3548580 0.0000000 0.0606807
0.3315550 0.0000000 0.0600345
0.3086580 0.0000000 0.0591828
0.2862220 0.0000000 0.0581298
0.2643020 0.0000000 0.0568860
0.2429490 0.0000000 0.0554658
0.2222150 0.0000000 0.0538862
0.2021500 0.0000000 0.0521637
0.1828030 0.0000000 0.0503136
0.1642210 0.0000000 0.0483490
0.1464470 0.0000000 0.0462807
0.1295240 0.0000000 0.0441177
0.1134950 0.0000000 0.0418682
0.0983960 0.0000000 0.0395382
0.0842650 0.0000000 0.0371320
0.0711360 0.0000000 0.0346505
0.0590390 0.0000000 0.0320900
0.0480050 0.0000000 0.0294419
0.0380600 0.0000000 0.0266928
0.0292280 0.0000000 0.0238261
0.0215300 0.0000000 0.0208252
0.0149840 0.0000000 0.0176770
0.0096070 0.0000000 0.0143775
0.0054120 0.0000000 0.0109341
0.0036000 0.0000000 0.0089709
0.0024080 0.0000000 0.0073662
0.0018000 0.0000000 0.0063818
0.0012000 0.0000000 0.0052214
0.0006020 0.0000000 0.0037057
0.0003000 0.0000000 0.0026186
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024490
0.0006020 0.0000000 -0.0034650
0.0012000 0.0000000 -0.0048801
0.0018000 0.0000000 -0.0059622
0.0024080 0.0000000 -0.0068789
0.0036000 0.0000000 -0.0083706
0.0054120 0.0000000 -0.0101902
0.0096070 0.0000000 -0.0133651
0.0149840 0.0000000 -0.0163851
0.0215300 0.0000000 -0.0192469
0.0292280 0.0000000 -0.0219608
0.0380600 0.0000000 -0.0245471
0.0480050 0.0000000 -0.0270288
0.0590390 0.0000000 -0.0294264
0.0711360 0.0000000 -0.0317539
0.0842650 0.0000000 -0.0340155
0.0983960 0.0000000 -0.0362072
0.1134950 0.0000000 -0.0383175
0.1295240 0.0000000 -0.0403315
0.1464470 0.0000000 -0.0422346
0.1642210 0.0000000 -0.0440153
0.1828030 0.0000000 -0.0456670
0.2021500 0.0000000 -0.0471886
0.2222150 0.0000000 -0.0485820
0.2429490 0.0000000 -0.0498500
0.2643020 0.0000000 -0.0509932
0.2862220 0.0000000 -0.0520072
0.3086580 0.0000000 -0.0528812
0.3315550 0.0000000 -0.0535973
0.3548580 0.0000000 -0.0541318
0.3785100 0.0000000 -0.0544573
0.4024550 0.0000000 -0.0545448
0.4266350 0.0000000 -0.0543666
0.4509910 0.0000000 -0.0538978
0.4754660 0.0000000 -0.0531178
0.5000000 0.0000000 -0.0520107
0.5245340 0.0000000 -0.0505657
0.5490090 0.0000000 -0.0487767
0.5733650 0.0000000 -0.0466436
0.5975450 0.0000000 -0.0441720
0.6214900 0.0000000 -0.0413759
0.6451420 0.0000000 -0.0382783
0.6684450 0.0000000 -0.0349126
0.6913420 0.0000000 -0.0313236
0.7137780 0.0000000 -0.0275667
0.7356980 0.0000000 -0.0237064
0.7570510 0.0000000 -0.0198133
0.7777850 0.0000000 -0.0159618
0.7978500 0.0000000 -0.0122257
0.8171970 0.0000000 -0.0086762
0.8357790 0.0000000 -0.0053790
0.8535530 0.0000000 -0.0023932
0.8704760 0.0000000 0.0002292
0.8865050 0.0000000 0.0024432
0.9016040 0.0000000 0.0042129
0.9157350 0.0000000 0.0055114
0.9288640 0.0000000 0.0063248
0.9409610 0.0000000 0.0066554
0.9519950 0.0000000 0.0065251
0.9619400 0.0000000 0.0059794
0.9707720 0.0000000 0.0050889
0.9784700 0.0000000 0.0039483
0.9850160 0.0000000 0.0026718
0.9903930 0.0000000 0.0013862
0.9945880 0.0000000 0.0002197
0.9975920 0.0000000 -0.0007106
0.9993980 0.0000000 -0.0013102
1.0000000 0.0000000 -0.0015170
