137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018143
0.9975920 0.0000000 0.0026846
0.9945880 0.0000000 0.0040634
0.9903930 0.0000000 0.0058553
0.9850160 0.0000000 0.0079468
0.9784700 0.0000000 0.0102212
0.9707720 0.0000000 0.0125734
0.9619400 0.0000000 0.0149231
0.9519950 0.0000000 0.0172205
0.9409610 0.0000000 0.0194478
0.9288640 0.0000000 0.0216158
0.9157350 0.0000000 0.0237555
0.9016040 0.0000000 0.0259087
0.8865050 0.0000000 0.0281169
0.8704760 0.0000000 0.0304123
0.8535530 0.0000000 0.0328119
0.8357790 0.0000000 0.0353129
0.8171970 0.0000000 0.0378938
0.7978500 0.0000000 0.0405165
0.7777850 0.0000000 0.0431310
0.7570510 0.0000000 0.0456812
0.7356980 0.0000000 0.0481106
0.7137780 0.0000000 0.0503683
0.6913420 0.0000000 0.0524132
0.6684450 0.0000000 0.0542168
0.6451420 0.0000000 0.0557646
0.6214900 0.0000000 0.0570558
0.5975450 0.0000000 0.0581014
0.5733650 0.0000000 0.0589207
0.5490090 0.0000000 0.0595375
0.5245340 0.0000000 0.0599755
0.5000000 0.0000000 0.0602549
0.4754660 0.0000000 0.0603895
0.4509910 0.0000000 0.0603855
0.4266350 0.0000000 0.0602420
0.4024550 0.0000000 0.0599531
0.3785100 0.0000000 0.0595105
0.3548580 0.0000000 0.0589069
0.3315550 0.0000000 0.0581384
0.3086580 0.0000000 0.0572066
0.2862220 0.0000000 0.0561181
0.2643020 0.0000000 0.0548839
0.2429490 0.0000000 0.0535172
0.2222150 0.0000000 0.0520310
0.2021500 0.0000000 0.0504361
0.1828030 0.0000000 0.0487402
0.1642210 0.0000000 0.0469474
0.1464470 0.0000000 0.0450587
0.1295240 0.0000000 0.0430741
0.1134950 0.0000000 0.0409935
0.0983960 0.0000000 0.0388166
0.0842650 0.0000000 0.0365438
0.0711360 0.0000000 0.0341745
0.0590390 0.0000000 0.0317052
0.0480050 0.0000000 0.0291299
0.0380600 0.0000000 0.0264383
0.0292280 0.0000000 0.0236175
0.0215300 0.0000000 0.0206543
0.0149840 0.0000000 0.0175386
0.0096070 0.0000000 0.0142686
0.0054120 0.0000000 0.0108530
0.0036000 0.0000000 0.0089049
0.0024080 0.0000000 0.0073123
0.0018000 0.0000000 0.0063353
0.0012000 0.0000000 0.0051834
0.0006020 0.0000000 0.0036788
0.0003000 0.0000000 0.0025996
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024554
0.0006020 0.0000000 -0.0034740
0.0012000 0.0000000 -0.0048929
0.0018000 0.0000000 -0.0059778
0.0024080 0.0000000 -0.0068971
0.0036000 0.0000000 -0.0083929
0.0054120 0.0000000 -0.0102178
0.0096070 0.0000000 -0.0134033
0.0149840 0.0000000 -0.0164363
0.0215300 0.0000000 -0.0193161
0.0292280 0.0000000 -0.0220562
0.0380600 0.0000000 -0.0246812
0.0480050 0.0000000 -0.0272194
0.0590390 0.0000000 -0.0296968
0.0711360 0.0000000 -0.0321326
0.0842650 0.0000000 -0.0345352
0.0983960 0.0000000 -0.0369027
0.1134950 0.0000000 -0.0392235
0.1295240 0.0000000 -0.0414789
0.1464470 0.0000000 -0.0436479
0.1642210 0.0000000 -0.0457088
0.1828030 0.0000000 -0.0476432
0.2021500 0.0000000 -0.0494359
0.2222150 0.0000000 -0.0510746
0.2429490 0.0000000 -0.0525482
0.2643020 0.0000000 -0.0538451
0.2862220 0.0000000 -0.0549506
0.3086580 0.0000000 -0.0558466
0.3315550 0.0000000 -0.0565107
0.3548580 0.0000000 -0.0569179
0.3785100 0.0000000 -0.0570424
0.4024550 0.0000000 -0.0568597
0.4266350 0.0000000 -0.0563492
0.4509910 0.0000000 -0.0554957
0.4754660 0.0000000 -0.0542904
0.5000000 0.0000000 -0.0527307
0.5245340 0.0000000 -0.0508205
0.5490090 0.0000000 -0.0485691
0.5733650 0.0000000 -0.0459911
0.5975450 0.0000000 -0.0431063
0.6214900 0.0000000 -0.0399406
0.6451420 0.0000000 -0.0365266
0.6684450 0.0000000 -0.0329044
0.6913420 0.0000000 -0.0291222
0.7137780 0.0000000 -0.0252359
0.7356980 0.0000000 -0.0213076
0.7570510 0.0000000 -0.0174033
0.7777850 0.0000000 -0.0135910
0.7978500 0.0000000 -0.0099372
0.8171970 0.0000000 -0.0065051
0.8357790 0.0000000 -0.0033525
0.8535530 0.0000000 -0.0005308
0.8704760 0.0000000 0.0019149
0.8865050 0.0000000 0.0039459
0.9016040 0.0000000 0.0055318
0.9157350 0.0000000 0.0066505
0.9288640 0.0000000 0.0072915
0.9409610 0.0000000 0.0074601
0.9519950 0.0000000 0.0071803
0.9619400 0.0000000 0.0064991
0.9707720 0.0000000 0.0054880
0.9784700 0.0000000 0.0042423
0.9850160 0.0000000 0.0028764
0.9903930 0.0000000 0.0015174
0.9945880 0.0000000 0.0002936
0.9975920 0.0000000 -0.0006777
0.9993980 0.0000000 -0.0013020
1.0000000 0.0000000 -0.0015170
