137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018162
0.9975920 0.0000000 0.0026922
0.9945880 0.0000000 0.0040806
0.9903930 0.0000000 0.0058859
0.9850160 0.0000000 0.0079944
0.9784700 0.0000000 0.0102895
0.9707720 0.0000000 0.0126662
0.9619400 0.0000000 0.0150439
0.9519950 0.0000000 0.0173728
0.9409610 0.0000000 0.0196353
0.9288640 0.0000000 0.0218422
0.9157350 0.0000000 0.0240244
0.9016040 0.0000000 0.0262238
0.8865050 0.0000000 0.0284821
0.8704760 0.0000000 0.0308310
0.8535530 0.0000000 0.0332873
0.8357790 0.0000000 0.0358479
0.8171970 0.0000000 0.0384908
0.7978500 0.0000000 0.0411777
0.7777850 0.0000000 0.0438584
0.7570510 0.0000000 0.0464769
0.7356980 0.0000000 0.0489771
0.7137780 0.0000000 0.0513082
0.6913420 0.0000000 0.0534293
0.6684450 0.0000000 0.0553113
0.6451420 0.0000000 0.0569384
0.6214900 0.0000000 0.0583071
0.5975450 0.0000000 0.0594248
0.5733650 0.0000000 0.0603060
0.5490090 0.0000000 0.0609690
0.5245340 0.0000000 0.0614319
0.5000000 0.0000000 0.0617099
0.4754660 0.0000000 0.0618131
0.4509910 0.0000000 0.0617461
0.4266350 0.0000000 0.0615085
0.4024550 0.0000000 0.0610978
0.3785100 0.0000000 0.0605111
0.3548580 0.0000000 0.0597486
0.3315550 0.0000000 0.0588148
0.3086580 0.0000000 0.0577196
0.2862220 0.0000000 0.0564775
0.2643020 0.0000000 0.0551059
0.2429490 0.0000000 0.0536222
0.2222150 0.0000000 0.0520414
0.2021500 0.0000000 0.0503745
0.1828030 0.0000000 0.0486275
0.1642210 0.0000000 0.0468014
0.1464470 0.0000000 0.0448940
0.1295240 0.0000000 0.0429015
0.1134950 0.0000000 0.0408205
0.0983960 0.0000000 0.0386481
0.0842650 0.0000000 0.0363829
0.0711360 0.0000000 0.0340228
0.0590390 0.0000000 0.0315640
0.0480050 0.0000000 0.0290001
0.0380600 0.0000000 0.0263207
0.0292280 0.0000000 0.0235129
0.0215300 0.0000000 0.0205634
0.0149840 0.0000000 0.0174622
0.0096070 0.0000000 0.0142071
0.0054120 0.0000000 0.0108068
0.0036000 0.0000000 0.0088672
0.0024080 0.0000000 0.0072815
0.0018000 0.0000000 0.0063086
0.0012000 0.0000000 0.0051616
0.0006020 0.0000000 0.0036634
0.0003000 0.0000000 0.0025887
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0025177
0.0006020 0.0000000 -0.0035623
0.0012000 0.0000000 -0.0050175
0.0018000 0.0000000 -0.0061304
0.0024080 0.0000000 -0.0070736
0.0036000 0.0000000 -0.0086087
0.0054120 0.0000000 -0.0104825
0.0096070 0.0000000 -0.0137560
0.0149840 0.0000000 -0.0168773
0.0215300 0.0000000 -0.0198455
0.0292280 0.0000000 -0.0226746
0.0380600 0.0000000 -0.0253893
0.0480050 0.0000000 -0.0280181
0.0590390 0.0000000 -0.0305876
0.0711360 0.0000000 -0.0331173
0.0842650 0.0000000 -0.0356164
0.0983960 0.0000000 -0.0380839
0.1134950 0.0000000 -0.0405091
0.1295240 0.0000000 -0.0428741
0.1464470 0.0000000 -0.0451582
0.1642210 0.0000000 -0.0473394
0.1828030 0.0000000 -0.0493974
0.2021500 0.0000000 -0.0513142
0.2222150 0.0000000 -0.0530729
0.2429490 0.0000000 -0.0546569
0.2643020 0.0000000 -0.0560477
0.2862220 0.0000000 -0.0572244
0.3086580 0.0000000 -0.0581625
0.3315550 0.0000000 -0.0588350
0.3548580 0.0000000 -0.0592141
0.3785100 0.0000000 -0.0592735
0.4024550 0.0000000 -0.0589906
0.4266350 0.0000000 -0.0583488
0.4509910 0.0000000 -0.0573386
0.4754660 0.0000000 -0.0559575
0.5000000 0.0000000 -0.0542102
0.5245340 0.0000000 -0.0521069
0.5490090 0.0000000 -0.0496628
0.5733650 0.0000000 -0.0468974
0.5975450 0.0000000 -0.0438342
0.6214900 0.0000000 -0.0405022
0.6451420 0.0000000 -0.0369360
0.6684450 0.0000000 -0.0331773
0.6913420 0.0000000 -0.0292757
0.7137780 0.0000000 -0.0252876
0.7356980 0.0000000 -0.0212757
0.7570510 0.0000000 -0.0173059
0.7777850 0.0000000 -0.0134456
0.7978500 0.0000000 -0.0097601
0.8171970 0.0000000 -0.0063108
0.8357790 0.0000000 -0.0031533
0.8535530 0.0000000 -0.0003364
0.8704760 0.0000000 0.0020973
0.8865050 0.0000000 0.0041117
0.9016040 0.0000000 0.0056784
0.9157350 0.0000000 0.0067769
0.9288640 0.0000000 0.0073982
0.9409610 0.0000000 0.0075482
0.9519950 0.0000000 0.0072515
0.9619400 0.0000000 0.0065552
0.9707720 0.0000000 0.0055308
0.9784700 0.0000000 0.0042737
0.9850160 0.0000000 0.0028982
0.9903930 0.0000000 0.0015314
0.9945880 0.0000000 0.0003015
0.9975920 0.0000000 -0.0006742
0.9993980 0.0000000 -0.0013011
1.0000000 0.0000000 -0.0015170
