137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018221
0.9975920 0.0000000 0.0027158
0.9945880 0.0000000 0.0041334
0.9903930 0.0000000 0.0059795
0.9850160 0.0000000 0.0081402
0.9784700 0.0000000 0.0104987
0.9707720 0.0000000 0.0129496
0.9619400 0.0000000 0.0154124
0.9519950 0.0000000 0.0178371
0.9409610 0.0000000 0.0202058
0.9288640 0.0000000 0.0225286
0.9157350 0.0000000 0.0248356
0.9016040 0.0000000 0.0271667
0.8865050 0.0000000 0.0295610
0.8704760 0.0000000 0.0320466
0.8535530 0.0000000 0.0346358
0.8357790 0.0000000 0.0373203
0.8171970 0.0000000 0.0400728
0.7978500 0.0000000 0.0428505
0.7777850 0.0000000 0.0455995
0.7570510 0.0000000 0.0482618
0.7356980 0.0000000 0.0507817
0.7137780 0.0000000 0.0531108
0.6913420 0.0000000 0.0552128
0.6684450 0.0000000 0.0570648
0.6451420 0.0000000 0.0586590
0.6214900 0.0000000 0.0600006
0.5975450 0.0000000 0.0611063
0.5733650 0.0000000 0.0620002
0.5490090 0.0000000 0.0627103
0.5245340 0.0000000 0.0632646
0.5000000 0.0000000 0.0636874
0.4754660 0.0000000 0.0639972
0.4509910 0.0000000 0.0642048
0.4266350 0.0000000 0.0643137
0.4024550 0.0000000 0.0643206
0.3785100 0.0000000 0.0642170
0.3548580 0.0000000 0.0639914
0.3315550 0.0000000 0.0636309
0.3086580 0.0000000 0.0631226
0.2862220 0.0000000 0.0624544
0.2643020 0.0000000 0.0616157
0.2429490 0.0000000 0.0605968
0.2222150 0.0000000 0.0593892
0.2021500 0.0000000 0.0579861
0.1828030 0.0000000 0.0563827
0.1642210 0.0000000 0.0545775
0.1464470 0.0000000 0.0525726
0.1295240 0.0000000 0.0503751
0.1134950 0.0000000 0.0479967
0.0983960 0.0000000 0.0454514
0.0842650 0.0000000 0.0427552
0.0711360 0.0000000 0.0399222
0.0590390 0.0000000 0.0369617
0.0480050 0.0000000 0.0338778
0.0380600 0.0000000 0.0306675
0.0292280 0.0000000 0.0273227
0.0215300 0.0000000 0.0238328
0.0149840 0.0000000 0.0201890
0.0096070 0.0000000 0.0163902
0.0054120 0.0000000 0.0124451
0.0036000 0.0000000 0.0102034
0.0024080 0.0000000 0.0083743
0.0018000 0.0000000 0.0072534
0.0012000 0.0000000 0.0059330
0.0006020 0.0000000 0.0042098
0.0003000 0.0000000 0.0029745
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024436
0.0006020 0.0000000 -0.0034573
0.0012000 0.0000000 -0.0048692
0.0018000 0.0000000 -0.0059489
0.0024080 0.0000000 -0.0068635
0.0036000 0.0000000 -0.0083518
0.0054120 0.0000000 -0.0101672
0.0096070 0.0000000 -0.0133350
0.0149840 0.0000000 -0.0163488
0.0215300 0.0000000 -0.0192064
0.0292280 0.0000000 -0.0219192
0.0380600 0.0000000 -0.0245085
0.0480050 0.0000000 -0.0269989
0.0590390 0.0000000 -0.0294129
0.0711360 0.0000000 -0.0317670
0.0842650 0.0000000 -0.0340689
0.0983960 0.0000000 -0.0363192
0.1134950 0.0000000 -0.0385115
0.1295240 0.0000000 -0.0406362
0.1464470 0.0000000 -0.0426834
0.1642210 0.0000000 -0.0446442
0.1828030 0.0000000 -0.0465118
0.2021500 0.0000000 -0.0482810
0.2222150 0.0000000 -0.0499453
0.2429490 0.0000000 -0.0514953
0.2643020 0.0000000 -0.0529160
0.2862220 0.0000000 -0.0541856
0.3086580 0.0000000 -0.0552760
0.3315550 0.0000000 -0.0561534
0.3548580 0.0000000 -0.0567814
0.3785100 0.0000000 -0.0571234
0.4024550 0.0000000 -0.0571459
0.4266350 0.0000000 -0.0568204
0.4509910 0.0000000 -0.0561245
0.4754660 0.0000000 -0.0550430
0.5000000 0.0000000 -0.0535673
0.5245340 0.0000000 -0.0516954
0.5490090 0.0000000 -0.0494321
0.5733650 0.0000000 -0.0467896
0.5975450 0.0000000 -0.0437883
0.6214900 0.0000000 -0.0404588
0.6451420 0.0000000 -0.0368427
0.6684450 0.0000000 -0.0329929
0.6913420 0.0000000 -0.0289736
0.7137780 0.0000000 -0.0248573
0.7356980 0.0000000 -0.0207224
0.7570510 0.0000000 -0.0166480
0.7777850 0.0000000 -0.0127110
0.7978500 0.0000000 -0.0089821
0.8171970 0.0000000 -0.0055231
0.8357790 0.0000000 -0.0023867
0.8535530 0.0000000 0.0003844
0.8704760 0.0000000 0.0027547
0.8865050 0.0000000 0.0046957
0.9016040 0.0000000 0.0061852
0.9157350 0.0000000 0.0072079
0.9288640 0.0000000 0.0077581
0.9409610 0.0000000 0.0078434
0.9519950 0.0000000 0.0074890
0.9619400 0.0000000 0.0067420
0.9707720 0.0000000 0.0056737
0.9784700 0.0000000 0.0043787
0.9850160 0.0000000 0.0029713
0.9903930 0.0000000 0.0015783
0.9945880 0.0000000 0.0003279
0.9975920 0.0000000 -0.0006624
0.9993980 0.0000000 -0.0012981
1.0000000 0.0000000 -0.0015170
