137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018218
0.9975920 0.0000000 0.0027145
0.9945880 0.0000000 0.0041305
0.9903930 0.0000000 0.0059744
0.9850160 0.0000000 0.0081325
0.9784700 0.0000000 0.0104880
0.9707720 0.0000000 0.0129359
0.9619400 0.0000000 0.0153960
0.9519950 0.0000000 0.0178185
0.9409610 0.0000000 0.0201856
0.9288640 0.0000000 0.0225077
0.9157350 0.0000000 0.0248141
0.9016040 0.0000000 0.0271441
0.8865050 0.0000000 0.0295349
0.8704760 0.0000000 0.0320125
0.8535530 0.0000000 0.0345861
0.8357790 0.0000000 0.0372443
0.8171970 0.0000000 0.0399560
0.7978500 0.0000000 0.0426751
0.7777850 0.0000000 0.0453450
0.7570510 0.0000000 0.0479055
0.7356980 0.0000000 0.0502996
0.7137780 0.0000000 0.0524786
0.6913420 0.0000000 0.0544062
0.6684450 0.0000000 0.0560599
0.6451420 0.0000000 0.0574315
0.6214900 0.0000000 0.0585252
0.5975450 0.0000000 0.0593556
0.5733650 0.0000000 0.0599436
0.5490090 0.0000000 0.0603133
0.5245340 0.0000000 0.0604888
0.5000000 0.0000000 0.0604915
0.4754660 0.0000000 0.0603391
0.4509910 0.0000000 0.0600446
0.4266350 0.0000000 0.0596175
0.4024550 0.0000000 0.0590645
0.3785100 0.0000000 0.0583914
0.3548580 0.0000000 0.0576038
0.3315550 0.0000000 0.0567084
0.3086580 0.0000000 0.0557122
0.2862220 0.0000000 0.0546221
0.2643020 0.0000000 0.0534439
0.2429490 0.0000000 0.0521802
0.2222150 0.0000000 0.0508305
0.2021500 0.0000000 0.0493905
0.1828030 0.0000000 0.0478532
0.1642210 0.0000000 0.0462107
0.1464470 0.0000000 0.0444553
0.1295240 0.0000000 0.0425821
0.1134950 0.0000000 0.0405900
0.0983960 0.0000000 0.0384803
0.0842650 0.0000000 0.0362572
0.0711360 0.0000000 0.0339245
0.0590390 0.0000000 0.0314833
0.0480050 0.0000000 0.0289312
0.0380600 0.0000000 0.0262606
0.0292280 0.0000000 0.0234604
0.0215300 0.0000000 0.0205182
0.0149840 0.0000000 0.0174242
0.0096070 0.0000000 0.0141765
0.0054120 0.0000000 0.0107837
0.0036000 0.0000000 0.0088483
0.0024080 0.0000000 0.0072660
0.0018000 0.0000000 0.0062952
0.0012000 0.0000000 0.0051506
0.0006020 0.0000000 0.0036556
0.0003000 0.0000000 0.0025833
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0023571
0.0006020 0.0000000 -0.0033347
0.0012000 0.0000000 -0.0046962
0.0018000 0.0000000 -0.0057370
0.0024080 0.0000000 -0.0066184
0.0036000 0.0000000 -0.0080521
0.0054120 0.0000000 -0.0097997
0.0096070 0.0000000 -0.0128447
0.0149840 0.0000000 -0.0157350
0.0215300 0.0000000 -0.0184675
0.0292280 0.0000000 -0.0210533
0.0380600 0.0000000 -0.0235145
0.0480050 0.0000000 -0.0258772
0.0590390 0.0000000 -0.0281670
0.0711360 0.0000000 -0.0304048
0.0842650 0.0000000 -0.0326043
0.0983960 0.0000000 -0.0347722
0.1134950 0.0000000 -0.0369086
0.1295240 0.0000000 -0.0390089
0.1464470 0.0000000 -0.0410671
0.1642210 0.0000000 -0.0430752
0.1828030 0.0000000 -0.0450250
0.2021500 0.0000000 -0.0469067
0.2222150 0.0000000 -0.0487071
0.2429490 0.0000000 -0.0504081
0.2643020 0.0000000 -0.0519854
0.2862220 0.0000000 -0.0534083
0.3086580 0.0000000 -0.0546414
0.3315550 0.0000000 -0.0556463
0.3548580 0.0000000 -0.0563855
0.3785100 0.0000000 -0.0568253
0.4024550 0.0000000 -0.0569387
0.4266350 0.0000000 -0.0567068
0.4509910 0.0000000 -0.0561192
0.4754660 0.0000000 -0.0551723
0.5000000 0.0000000 -0.0538683
0.5245340 0.0000000 -0.0522127
0.5490090 0.0000000 -0.0502131
0.5733650 0.0000000 -0.0478789
0.5975450 0.0000000 -0.0452219
0.6214900 0.0000000 -0.0422587
0.6451420 0.0000000 -0.0390127
0.6684450 0.0000000 -0.0355163
0.6913420 0.0000000 -0.0318130
0.7137780 0.0000000 -0.0279568
0.7356980 0.0000000 -0.0240113
0.7570510 0.0000000 -0.0200465
0.7777850 0.0000000 -0.0161360
0.7978500 0.0000000 -0.0123532
0.8171970 0.0000000 -0.0087681
0.8357790 0.0000000 -0.0054450
0.8535530 0.0000000 -0.0024412
0.8704760 0.0000000 0.0001931
0.8865050 0.0000000 0.0024149
0.9016040 0.0000000 0.0041897
0.9157350 0.0000000 0.0054920
0.9288640 0.0000000 0.0063085
0.9409610 0.0000000 0.0066419
0.9519950 0.0000000 0.0065142
0.9619400 0.0000000 0.0059710
0.9707720 0.0000000 0.0050827
0.9784700 0.0000000 0.0039439
0.9850160 0.0000000 0.0026688
0.9903930 0.0000000 0.0013844
0.9945880 0.0000000 0.0002187
0.9975920 0.0000000 -0.0007111
0.9993980 0.0000000 -0.0013103
1.0000000 0.0000000 -0.0015170
