137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018147
0.9975920 0.0000000 0.0026862
0.9945880 0.0000000 0.0040671
0.9903930 0.0000000 0.0058619
0.9850160 0.0000000 0.0079570
0.9784700 0.0000000 0.0102359
0.9707720 0.0000000 0.0125937
0.9619400 0.0000000 0.0149504
0.9519950 0.0000000 0.0172569
0.9409610 0.0000000 0.0194963
0.9288640 0.0000000 0.0216804
0.9157350 0.0000000 0.0238410
0.9016040 0.0000000 0.0260205
0.8865050 0.0000000 0.0282605
0.8704760 0.0000000 0.0305926
0.8535530 0.0000000 0.0330329
0.8357790 0.0000000 0.0355776
0.8171970 0.0000000 0.0382051
0.7978500 0.0000000 0.0408783
0.7777850 0.0000000 0.0435500
0.7570510 0.0000000 0.0461686
0.7356980 0.0000000 0.0486840
0.7137780 0.0000000 0.0510518
0.6913420 0.0000000 0.0532371
0.6684450 0.0000000 0.0552149
0.6451420 0.0000000 0.0569708
0.6214900 0.0000000 0.0584995
0.5975450 0.0000000 0.0598030
0.5733650 0.0000000 0.0608878
0.5490090 0.0000000 0.0617626
0.5245340 0.0000000 0.0624366
0.5000000 0.0000000 0.0629172
0.4754660 0.0000000 0.0632098
0.4509910 0.0000000 0.0633174
0.4266350 0.0000000 0.0632411
0.4024550 0.0000000 0.0629812
0.3785100 0.0000000 0.0625378
0.3548580 0.0000000 0.0619124
0.3315550 0.0000000 0.0611077
0.3086580 0.0000000 0.0601286
0.2862220 0.0000000 0.0589811
0.2643020 0.0000000 0.0576723
0.2429490 0.0000000 0.0562096
0.2222150 0.0000000 0.0546001
0.2021500 0.0000000 0.0528508
0.1828030 0.0000000 0.0509689
0.1642210 0.0000000 0.0489622
0.1464470 0.0000000 0.0468397
0.1295240 0.0000000 0.0446117
0.1134950 0.0000000 0.0422902
0.0983960 0.0000000 0.0398860
0.0842650 0.0000000 0.0374085
0.0711360 0.0000000 0.0348630
0.0590390 0.0000000 0.0322482
0.0480050 0.0000000 0.0295570
0.0380600 0.0000000 0.0267754
0.0292280 0.0000000 0.0238853
0.0215300 0.0000000 0.0208681
0.0149840 0.0000000 0.0177085
0.0096070 0.0000000 0.0144008
0.0054120 0.0000000 0.0109508
0.0036000 0.0000000 0.0089844
0.0024080 0.0000000 0.0073772
0.0018000 0.0000000 0.0063913
0.0012000 0.0000000 0.0052291
0.0006020 0.0000000 0.0037112
0.0003000 0.0000000 0.0026225
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024372
0.0006020 0.0000000 -0.0034483
0.0012000 0.0000000 -0.0048565
0.0018000 0.0000000 -0.0059333
0.0024080 0.0000000 -0.0068455
0.0036000 0.0000000 -0.0083298
0.0054120 0.0000000 -0.0101404
0.0096070 0.0000000 -0.0132993
0.0149840 0.0000000 -0.0163043
0.0215300 0.0000000 -0.0191530
0.0292280 0.0000000 -0.0218574
0.0380600 0.0000000 -0.0244393
0.0480050 0.0000000 -0.0269242
0.0590390 0.0000000 -0.0293351
0.0711360 0.0000000 -0.0316879
0.0842650 0.0000000 -0.0339886
0.0983960 0.0000000 -0.0362336
0.1134950 0.0000000 -0.0384106
0.1295240 0.0000000 -0.0405020
0.1464470 0.0000000 -0.0424893
0.1642210 0.0000000 -0.0443555
0.1828030 0.0000000 -0.0460880
0.2021500 0.0000000 -0.0476791
0.2222150 0.0000000 -0.0491247
0.2429490 0.0000000 -0.0504223
0.2643020 0.0000000 -0.0515682
0.2862220 0.0000000 -0.0525554
0.3086580 0.0000000 -0.0533720
0.3315550 0.0000000 -0.0540007
0.3548580 0.0000000 -0.0544200
0.3785100 0.0000000 -0.0546060
0.4024550 0.0000000 -0.0545350
0.4266350 0.0000000 -0.0541858
0.4509910 0.0000000 -0.0535412
0.4754660 0.0000000 -0.0525890
0.5000000 0.0000000 -0.0513222
0.5245340 0.0000000 -0.0497383
0.5490090 0.0000000 -0.0478387
0.5733650 0.0000000 -0.0456284
0.5975450 0.0000000 -0.0431162
0.6214900 0.0000000 -0.0403161
0.6451420 0.0000000 -0.0372481
0.6684450 0.0000000 -0.0339406
0.6913420 0.0000000 -0.0304309
0.7137780 0.0000000 -0.0267665
0.7356980 0.0000000 -0.0230040
0.7570510 0.0000000 -0.0192068
0.7777850 0.0000000 -0.0154437
0.7978500 0.0000000 -0.0117854
0.8171970 0.0000000 -0.0083016
0.8357790 0.0000000 -0.0050583
0.8535530 0.0000000 -0.0021160
0.8704760 0.0000000 0.0004708
0.8865050 0.0000000 0.0026548
0.9016040 0.0000000 0.0043982
0.9157350 0.0000000 0.0056727
0.9288640 0.0000000 0.0064634
0.9409610 0.0000000 0.0067722
0.9519950 0.0000000 0.0066212
0.9619400 0.0000000 0.0060563
0.9707720 0.0000000 0.0051483
0.9784700 0.0000000 0.0039922
0.9850160 0.0000000 0.0027024
0.9903930 0.0000000 0.0014058
0.9945880 0.0000000 0.0002307
0.9975920 0.0000000 -0.0007057
0.9993980 0.0000000 -0.0013090
1.0000000 0.0000000 -0.0015170
