137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018208
0.9975920 0.0000000 0.0027105
0.9945880 0.0000000 0.0041217
0.9903930 0.0000000 0.0059587
0.9850160 0.0000000 0.0081080
0.9784700 0.0000000 0.0104528
0.9707720 0.0000000 0.0128881
0.9619400 0.0000000 0.0153338
0.9519950 0.0000000 0.0177402
0.9409610 0.0000000 0.0200898
0.9288640 0.0000000 0.0223930
0.9157350 0.0000000 0.0246797
0.9016040 0.0000000 0.0269892
0.8865050 0.0000000 0.0293587
0.8704760 0.0000000 0.0318141
0.8535530 0.0000000 0.0343641
0.8357790 0.0000000 0.0369966
0.8171970 0.0000000 0.0396803
0.7978500 0.0000000 0.0423688
0.7777850 0.0000000 0.0450064
0.7570510 0.0000000 0.0475349
0.7356980 0.0000000 0.0499006
0.7137780 0.0000000 0.0520599
0.6913420 0.0000000 0.0539828
0.6684450 0.0000000 0.0556541
0.6451420 0.0000000 0.0570731
0.6214900 0.0000000 0.0582511
0.5975450 0.0000000 0.0592077
0.5733650 0.0000000 0.0599662
0.5490090 0.0000000 0.0605496
0.5245340 0.0000000 0.0609768
0.5000000 0.0000000 0.0612600
0.4754660 0.0000000 0.0614041
0.4509910 0.0000000 0.0614068
0.4266350 0.0000000 0.0612607
0.4024550 0.0000000 0.0609558
0.3785100 0.0000000 0.0604830
0.3548580 0.0000000 0.0598362
0.3315550 0.0000000 0.0590143
0.3086580 0.0000000 0.0580216
0.2862220 0.0000000 0.0568675
0.2643020 0.0000000 0.0555647
0.2429490 0.0000000 0.0541267
0.2222150 0.0000000 0.0525664
0.2021500 0.0000000 0.0508943
0.1828030 0.0000000 0.0491182
0.1642210 0.0000000 0.0472433
0.1464470 0.0000000 0.0452727
0.1295240 0.0000000 0.0432094
0.1134950 0.0000000 0.0410566
0.0983960 0.0000000 0.0388172
0.0842650 0.0000000 0.0364939
0.0711360 0.0000000 0.0340873
0.0590390 0.0000000 0.0315940
0.0480050 0.0000000 0.0290068
0.0380600 0.0000000 0.0263135
0.0292280 0.0000000 0.0234987
0.0215300 0.0000000 0.0205470
0.0149840 0.0000000 0.0174464
0.0096070 0.0000000 0.0141935
0.0054120 0.0000000 0.0107962
0.0036000 0.0000000 0.0088585
0.0024080 0.0000000 0.0072743
0.0018000 0.0000000 0.0063024
0.0012000 0.0000000 0.0051565
0.0006020 0.0000000 0.0036598
0.0003000 0.0000000 0.0025862
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024773
0.0006020 0.0000000 -0.0035050
0.0012000 0.0000000 -0.0049365
0.0018000 0.0000000 -0.0060313
0.0024080 0.0000000 -0.0069589
0.0036000 0.0000000 -0.0084685
0.0054120 0.0000000 -0.0103103
0.0096070 0.0000000 -0.0135255
0.0149840 0.0000000 -0.0165863
0.0215300 0.0000000 -0.0194901
0.0292280 0.0000000 -0.0222488
0.0380600 0.0000000 -0.0248847
0.0480050 0.0000000 -0.0274245
0.0590390 0.0000000 -0.0298931
0.0711360 0.0000000 -0.0323101
0.0842650 0.0000000 -0.0346858
0.0983960 0.0000000 -0.0370221
0.1134950 0.0000000 -0.0393124
0.1295240 0.0000000 -0.0415441
0.1464470 0.0000000 -0.0437023
0.1642210 0.0000000 -0.0457706
0.1828030 0.0000000 -0.0477337
0.2021500 0.0000000 -0.0495771
0.2222150 0.0000000 -0.0512864
0.2429490 0.0000000 -0.0528458
0.2643020 0.0000000 -0.0542371
0.2862220 0.0000000 -0.0554390
0.3086580 0.0000000 -0.0564273
0.3315550 0.0000000 -0.0571759
0.3548580 0.0000000 -0.0576593
0.3785100 0.0000000 -0.0578543
0.4024550 0.0000000 -0.0577420
0.4266350 0.0000000 -0.0573090
0.4509910 0.0000000 -0.0565480
0.4754660 0.0000000 -0.0554563
0.5000000 0.0000000 -0.0540350
0.5245340 0.0000000 -0.0522880
0.5490090 0.0000000 -0.0502204
0.5733650 0.0000000 -0.0478390
0.5975450 0.0000000 -0.0451532
0.6214900 0.0000000 -0.0421769
0.6451420 0.0000000 -0.0389311
0.6684450 0.0000000 -0.0354454
0.6913420 0.0000000 -0.0317604
0.7137780 0.0000000 -0.0279269
0.7356980 0.0000000 -0.0240056
0.7570510 0.0000000 -0.0200638
0.7777850 0.0000000 -0.0161730
0.7978500 0.0000000 -0.0124050
0.8171970 0.0000000 -0.0088293
0.8357790 0.0000000 -0.0055103
0.8535530 0.0000000 -0.0025059
0.8704760 0.0000000 0.0001325
0.8865050 0.0000000 0.0023607
0.9016040 0.0000000 0.0041429
0.9157350 0.0000000 0.0054528
0.9288640 0.0000000 0.0062765
0.9409610 0.0000000 0.0066162
0.9519950 0.0000000 0.0064939
0.9619400 0.0000000 0.0059552
0.9707720 0.0000000 0.0050706
0.9784700 0.0000000 0.0039350
0.9850160 0.0000000 0.0026626
0.9903930 0.0000000 0.0013803
0.9945880 0.0000000 0.0002164
0.9975920 0.0000000 -0.0007121
0.9993980 0.0000000 -0.0013106
1.0000000 0.0000000 -0.0015170
