137 1
1.0000000 0.0000000 0.0015170
0.9993980 0.0000000 0.0018181
0.9975920 0.0000000 0.0026996
0.9945880 0.0000000 0.0040971
0.9903930 0.0000000 0.0059150
0.9850160 0.0000000 0.0080399
0.9784700 0.0000000 0.0103549
0.9707720 0.0000000 0.0127552
0.9619400 0.0000000 0.0151604
0.9519950 0.0000000 0.0175209
0.9409610 0.0000000 0.0198189
0.9288640 0.0000000 0.0220648
0.9157350 0.0000000 0.0242887
0.9016040 0.0000000 0.0265310
0.8865050 0.0000000 0.0288306
0.8704760 0.0000000 0.0312165
0.8535530 0.0000000 0.0337015
0.8357790 0.0000000 0.0362781
0.8171970 0.0000000 0.0389201
0.7978500 0.0000000 0.0415854
0.7777850 0.0000000 0.0442212
0.7570510 0.0000000 0.0467702
0.7356980 0.0000000 0.0491774
0.7137780 0.0000000 0.0513954
0.6913420 0.0000000 0.0533889
0.6684450 0.0000000 0.0551368
0.6451420 0.0000000 0.0566331
0.6214900 0.0000000 0.0578852
0.5975450 0.0000000 0.0589116
0.5733650 0.0000000 0.0597371
0.5490090 0.0000000 0.0603888
0.5245340 0.0000000 0.0608909
0.5000000 0.0000000 0.0612618
0.4754660 0.0000000 0.0615108
0.4509910 0.0000000 0.0616382
0.4266350 0.0000000 0.0616361
0.4024550 0.0000000 0.0614909
0.3785100 0.0000000 0.0611870
0.3548580 0.0000000 0.0607104
0.3315550 0.0000000 0.0600515
0.3086580 0.0000000 0.0592071
0.2862220 0.0000000 0.0581806
0.2643020 0.0000000 0.0569811
0.2429490 0.0000000 0.0556213
0.2222150 0.0000000 0.0541147
0.2021500 0.0000000 0.0524742
0.1828030 0.0000000 0.0507103
0.1642210 0.0000000 0.0488306
0.1464470 0.0000000 0.0468404
0.1295240 0.0000000 0.0447438
0.1134950 0.0000000 0.0425447
0.0983960 0.0000000 0.0402464
0.0842650 0.0000000 0.0378518
0.0711360 0.0000000 0.0353623
0.0590390 0.0000000 0.0327756
0.0480050 0.0000000 0.0300861
0.0380600 0.0000000 0.0272833
0.0292280 0.0000000 0.0243537
0.0215300 0.0000000 0.0212836
0.0149840 0.0000000 0.0180621
0.0096070 0.0000000 0.0146871
0.0054120 0.0000000 0.0111669
0.0036000 0.0000000 0.0091608
0.0024080 0.0000000 0.0075216
0.0018000 0.0000000 0.0065162
0.0012000 0.0000000 0.0053311
0.0006020 0.0000000 0.0037834
0.0003000 0.0000000 0.0026735
0.0000000 0.0000000 0.0000000
0.0003000 0.0000000 -0.0024486
0.0006020 0.0000000 -0.0034643
0.0012000 0.0000000 -0.0048791
0.0018000 0.0000000 -0.0059610
0.0024080 0.0000000 -0.0068776
0.0036000 0.0000000 -0.0083690
0.0054120 0.0000000 -0.0101885
0.0096070 0.0000000 -0.0133641
0.0149840 0.0000000 -0.0163873
0.0215300 0.0000000 -0.0192569
0.0292280 0.0000000 -0.0219865
0.0380600 0.0000000 -0.0245998
0.0480050 0.0000000 -0.0271246
0.0590390 0.0000000 -0.0295863
0.0711360 0.0000000 -0.0320037
0.0842650 0.0000000 -0.0343862
0.0983960 0.0000000 -0.0367333
0.1134950 0.0000000 -0.0390363
0.1295240 0.0000000 -0.0412799
0.1464470 0.0000000 -0.0434469
0.1642210 0.0000000 -0.0455190
0.1828030 0.0000000 -0.0474795
0.2021500 0.0000000 -0.0493134
0.2222150 0.0000000 -0.0510063
0.2429490 0.0000000 -0.0525427
0.2643020 0.0000000 -0.0539046
0.2862220 0.0000000 -0.0550707
0.3086580 0.0000000 -0.0560159
0.3315550 0.0000000 -0.0567119
0.3548580 0.0000000 -0.0571294
0.3785100 0.0000000 -0.0572398
0.4024550 0.0000000 -0.0570175
0.4266350 0.0000000 -0.0564416
0.4509910 0.0000000 -0.0554966
0.4754660 0.0000000 -0.0541731
0.5000000 0.0000000 -0.0524680
0.5245340 0.0000000 -0.0503841
0.5490090 0.0000000 -0.0479303
0.5733650 0.0000000 -0.0451227
0.5975450 0.0000000 -0.0419848
0.6214900 0.0000000 -0.0385498
0.6451420 0.0000000 -0.0348608
0.6684450 0.0000000 -0.0309711
0.6913420 0.0000000 -0.0269442
0.7137780 0.0000000 -0.0228506
0.7356980 0.0000000 -0.0187657
0.7570510 0.0000000 -0.0147651
0.7777850 0.0000000 -0.0109216
0.7978500 0.0000000 -0.0073016
0.8171970 0.0000000 -0.0039630
0.8357790 0.0000000 -0.0009545
0.8535530 0.0000000 0.0016843
0.8704760 0.0000000 0.0039208
0.8865050 0.0000000 0.0057290
0.9016040 0.0000000 0.0070888
0.9157350 0.0000000 0.0079868
0.9288640 0.0000000 0.0084186
0.9409610 0.0000000 0.0083932
0.9519950 0.0000000 0.0079369
0.9619400 0.0000000 0.0070975
0.9707720 0.0000000 0.0059468
0.9784700 0.0000000 0.0045799
0.9850160 0.0000000 0.0031114
0.9903930 0.0000000 0.0016681
0.9945880 0.0000000 0.0003785
0.9975920 0.0000000 -0.0006399
0.9993980 0.0000000 -0.0012925
1.0000000 0.0000000 -0.0015170
